day,date,home_team,result,away_team
Saturday,March 2,Vancouver,1-0,TOR
Saturday,March 9,TOR,2-1,Sporting KC
Saturday,March 16,Montreal,2-1,TOR
Saturday,March 30,TOR,2-2,LA Galaxy
Saturday,April 6,TOR,2-2,FC Dallas
Saturday,April 13,Philadelphia,1-1,TOR
Saturday,April 20,TOR,1-1,Houston
Saturday,April 27,TOR,1-2,NY Red Bulls
Saturday,May 4,Colorado,1-0,TOR
Wednesday,May 8,San Jose,2-1,TOR
Saturday,May 18,TOR,0-1,Columbus
Saturday,May 25,New England,2-0,TOR
Saturday,June 1,TOR,1-1,Philadelphia
Saturday,June 15,D.C. United,1-2,TOR
Saturday,June 22,Houston,0-0,TOR
Saturday,June 29,TOR,0-1,Real Salt Lake
Wednesday,July 3,TOR,3-3,Montreal
Saturday,July 13,Sporting KC,3-0,TOR
Wednesday,July 17,Chivas USA,1-0,TOR
Saturday,July 20,TOR,0-0,NY Red Bulls
Saturday,July 27,TOR,2-1,Columbus
Sunday,August 4,New England,0-1,TOR
Saturday,August 10,Seattle,1-2,TOR
Saturday,August 17,Columbus,2-0,TOR
Saturday,August 24,D.C. United,1-1,TOR
Friday,August 30,TOR,1-1,New England
Saturday,September 7,Portland,4-0,TOR
Wednesday,September 11,TOR,1-1,Chicago
Saturday,September 14,NY Red Bulls,2-0,TOR
Saturday,September 21,TOR,1-2,Sporting KC
Saturday,September 28,TOR,4-1,D.C. United
Saturday,October 5,Philadelphia,1-0,TOR
Saturday,October 19,Chicago,1-0,TOR
Saturday,October 26,TOR,1-0,Montreal
