day,date,home_team,result,away_team
Saturday,March 2,DAL,1-0,Colorado
Sunday,March 10,Chivas USA,3-1,DAL
Sunday,March 17,DAL,3-2,Houston
Saturday,March 23,DAL,2-0,Real Salt Lake
Saturday,March 30,New England,0-1,DAL
Saturday,April 6,Toronto FC,2-2,DAL
Saturday,April 13,DAL,1-0,LA Galaxy
Saturday,April 20,DAL,2-0,Vancouver
Saturday,April 27,Vancouver,2-2,DAL
Wednesday,May 8,DAL,1-1,Portland
Saturday,May 11,DAL,2-1,D.C. United
Saturday,May 18,Seattle,4-2,DAL
Saturday,May 25,DAL,1-0,San Jose
Saturday,June 1,Colorado,2-2,DAL
Saturday,June 15,Portland,1-0,DAL
Saturday,June 22,DAL,2-2,Sporting KC
Saturday,June 29,Philadelphia,2-2,DAL
Thursday,July 4,DAL,0-0,Chivas USA
Sunday,July 7,LA Galaxy,2-0,DAL
Saturday,July 13,DAL,0-3,Real Salt Lake
Saturday,July 20,Montreal,0-0,DAL
Saturday,August 3,Seattle,3-0,DAL
Sunday,August 11,DAL,3-3,LA Galaxy
Saturday,August 17,Portland,2-1,DAL
Wednesday,August 21,Chivas USA,1-3,DAL
Saturday,August 24,DAL,2-2,San Jose
Saturday,September 7,DAL,3-1,Vancouver
Saturday,September 14,Colorado,2-1,DAL
Sunday,September 22,NY Red Bulls,1-0,DAL
Sunday,September 29,DAL,2-4,Columbus
Saturday,October 5,Real Salt Lake,1-1,DAL
Saturday,October 12,DAL,2-3,Chicago
Saturday,October 19,Seattle,2-0,DAL
Saturday,October 26,San Jose,2-1,DAL
