day,date,home_team,result,away_team
Saturday,March 2,Philadelphia,1-3,SKC
Saturday,March 9,Toronto FC,2-1,SKC
Saturday,March 16,SKC,0-0,Chicago
Saturday,March 23,New England,0-0,SKC
Saturday,March 30,SKC,2-0,Montreal
Friday,April 5,SKC,1-0,D.C. United
Wednesday,April 17,NY Red Bulls,0-1,SKC
Saturday,April 20,LA Galaxy,2-0,SKC
Saturday,April 27,SKC,2-3,Portland
Sunday,May 5,SKC,4-0,Chivas USA
Wednesday,May 8,Seattle,0-1,SKC
Sunday,May 12,Houston,0-1,SKC
Sunday,May 19,D.C. United,1-1,SKC
Sunday,May 26,SKC,1-1,Houston
Saturday,June 1,SKC,1-2,Montreal
Saturday,June 22,FC Dallas,2-2,SKC
Saturday,June 29,SKC,3-2,Columbus
Wednesday,July 3,SKC,1-1,Vancouver
Sunday,July 7,Chicago,1-2,SKC
Saturday,July 13,SKC,3-0,Toronto FC
Saturday,July 20,Real Salt Lake,1-2,SKC
Saturday,July 27,Montreal,1-0,SKC
Saturday,August 3,SKC,2-3,NY Red Bulls
Saturday,August 10,SKC,3-0,New England
Sunday,August 18,San Jose,1-0,SKC
Friday,August 23,Chicago,1-0,SKC
Saturday,August 31,SKC,2-1,Colorado
Saturday,September 7,SKC,3-0,Columbus
Saturday,September 21,Toronto FC,1-2,SKC
Friday,September 27,SKC,0-1,Philadelphia
Saturday,October 5,Columbus,0-1,SKC
Wednesday,October 9,Houston,0-0,SKC
Friday,October 18,SKC,1-0,D.C. United
Saturday,October 26,Philadelphia,1-2,SKC
