day,date,home_team,result,away_team
Sunday,March 3,SJ,0-2,Real Salt Lake
Sunday,March 10,SJ,2-1,NY Red Bulls
Saturday,March 16,Columbus,1-1,SJ
Saturday,March 23,Seattle,1-0,SJ
Saturday,March 30,Houston,2-0,SJ
Saturday,April 6,SJ,1-1,Vancouver
Sunday,April 14,Portland,1-0,SJ
Sunday,April 21,SJ,1-1,Portland
Saturday,April 27,Chivas USA,2-2,SJ
Saturday,May 4,SJ,2-2,Montreal
Wednesday,May 8,SJ,2-1,Toronto FC
Saturday,May 11,Seattle,4-0,SJ
Saturday,May 18,SJ,1-1,Colorado
Saturday,May 25,FC Dallas,1-0,SJ
Saturday,June 1,Real Salt Lake,3-0,SJ
Saturday,June 15,Colorado,1-2,SJ
Saturday,June 22,D.C. United,1-0,SJ
Saturday,June 29,SJ,3-2,LA Galaxy
Wednesday,July 3,Chicago,3-2,SJ
Saturday,July 6,New England,2-0,SJ
Saturday,July 13,Seattle,1-0,SJ
Saturday,July 27,SJ,2-1,Portland
Saturday,August 3,SJ,2-0,Chivas USA
Saturday,August 10,Vancouver,2-0,SJ
Sunday,August 18,SJ,1-0,Sporting KC
Saturday,August 24,FC Dallas,2-2,SJ
Saturday,August 31,LA Galaxy,3-0,SJ
Sunday,September 8,SJ,1-0,Philadelphia
Saturday,September 14,SJ,0-0,Vancouver
Saturday,September 21,Real Salt Lake,1-2,SJ
Sunday,September 29,Chivas USA,0-1,SJ
Wednesday,October 9,SJ,1-0,Colorado
Sunday,October 20,LA Galaxy,0-0,SJ
Saturday,October 26,SJ,2-1,FC Dallas
