day,date,home_team,result,away_team
Sunday,March 3,Portland,3-3,RBNY
Sunday,March 10,San Jose,2-1,RBNY
Saturday,March 16,RBNY,0-0,D.C. United
Saturday,March 23,Montreal,1-0,RBNY
Saturday,March 30,RBNY,2-1,Philadelphia
Sunday,April 7,Chicago,3-1,RBNY
Saturday,April 13,D.C. United,0-2,RBNY
Wednesday,April 17,RBNY,0-1,Sporting KC
Saturday,April 20,RBNY,4-1,New England
Saturday,April 27,Toronto FC,1-2,RBNY
Saturday,May 4,Columbus,0-1,RBNY
Wednesday,May 8,RBNY,2-1,Montreal
Saturday,May 11,New England,1-1,RBNY
Sunday,May 19,RBNY,1-0,LA Galaxy
Sunday,May 26,RBNY,2-2,Columbus
Saturday,June 1,RBNY,1-2,Vancouver
Sunday,June 23,Philadelphia,3-0,RBNY
Sunday,June 30,RBNY,2-0,Houston
Thursday,July 4,Colorado,2-0,RBNY
Saturday,July 13,RBNY,4-0,Montreal
Saturday,July 20,Toronto FC,0-0,RBNY
Saturday,July 27,RBNY,4-3,Real Salt Lake
Saturday,August 3,Sporting KC,2-3,RBNY
Saturday,August 10,Columbus,2-0,RBNY
Saturday,August 17,RBNY,0-0,Philadelphia
Sunday,August 25,Chivas USA,3-2,RBNY
Saturday,August 31,RBNY,2-1,D.C. United
Sunday,September 8,Houston,1-4,RBNY
Saturday,September 14,RBNY,2-0,Toronto FC
Sunday,September 22,RBNY,1-0,FC Dallas
Sunday,September 29,Seattle,1-1,RBNY
Saturday,October 5,RBNY,2-2,New England
Sunday,October 20,Houston,0-3,RBNY
Sunday,October 27,RBNY,5-2,Chicago
