day,date,home_team,result,away_team
Saturday,March 29,LA,0-1,D.C. United
Saturday,April 5,Sporting KC,3-2,LA
Saturday,April 12,San Jose,4-1,LA
Friday,April 18,LA,2-1,Colorado
Saturday,April 26,LA,1-2,FC Dallas
Friday,May 2,D.C. United,2-0,LA
Sunday,May 4,NY Red Bulls,1-0,LA
Saturday,May 10,Sporting KC,1-0,LA
Sunday,May 18,LA,2-1,San Jose
Sunday,May 25,LA,1-0,Columbus
Friday,May 30,LA,1-3,Sporting KC
Sunday,June 8,New England,1-0,LA
Sunday,June 15,LA,4-1,Tampa Bay Mutiny
Saturday,June 21,Colorado,2-1,LA
Saturday,June 28,Tampa Bay Mutiny,3-2,LA
Friday,July 4,LA,2-0,New England
Saturday,July 12,LA,3-1,D.C. United
Sunday,July 20,NY Red Bulls,0-4,LA
Friday,July 25,FC Dallas,0-3,LA
Sunday,July 27,Colorado,1-2,LA
Saturday,August 2,LA,1-2,Columbus
Saturday,August 9,D.C. United,4-2,LA
Thursday,August 14,New England,1-2,LA
Sunday,August 17,LA,2-3,San Jose
Saturday,August 30,Columbus,2-0,LA
Thursday,September 4,LA,1-3,NY Red Bulls
Sunday,September 7,LA,6-1,Tampa Bay Mutiny
Wednesday,September 10,LA,2-0,Colorado
Sunday,September 14,FC Dallas,1-3,LA
Friday,September 19,LA,2-1,FC Dallas
Sunday,September 21,San Jose,2-3,LA
Sunday,September 28,LA,2-0,Sporting KC
