day,date,home_team,result,away_team
Saturday,March 29,CLB,2-1,Colorado
Sunday,April 6,Colorado,2-0,CLB
Sunday,April 13,CLB,2-1,FC Dallas
Saturday,April 19,CLB,2-1,San Jose
Saturday,April 26,NY Red Bulls,2-1,CLB
Saturday,May 3,San Jose,1-3,CLB
Friday,May 9,New England,0-2,CLB
Sunday,May 11,CLB,3-0,NY Red Bulls
Saturday,May 17,Colorado,2-1,CLB
Thursday,May 22,Sporting KC,3-1,CLB
Sunday,May 25,LA Galaxy,1-0,CLB
Thursday,May 29,CLB,2-3,D.C. United
Saturday,June 7,Tampa Bay Mutiny,3-1,CLB
Sunday,June 15,CLB,0-2,Colorado
Saturday,June 21,CLB,2-1,NY Red Bulls
Friday,July 4,CLB,1-2,Sporting KC
Sunday,July 13,CLB,1-2,FC Dallas
Sunday,July 20,CLB,1-0,New England
Friday,July 25,D.C. United,2-1,CLB
Sunday,July 27,CLB,0-1,Tampa Bay Mutiny
Wednesday,July 30,D.C. United,4-2,CLB
Saturday,August 2,LA Galaxy,1-2,CLB
Saturday,August 9,San Jose,2-1,CLB
Saturday,August 16,CLB,2-0,D.C. United
Saturday,August 23,CLB,2-1,New England
Saturday,August 30,CLB,2-0,LA Galaxy
Saturday,September 6,FC Dallas,3-0,CLB
Friday,September 12,New England,1-0,CLB
Sunday,September 14,CLB,4-0,Sporting KC
Thursday,September 18,Tampa Bay Mutiny,2-1,CLB
Thursday,September 25,NY Red Bulls,0-1,CLB
Sunday,September 28,CLB,2-1,Tampa Bay Mutiny
