day,date,home_team,result,away_team
Saturday,March 22,San Jose,1-0,RBNY
Saturday,March 29,Tampa Bay Mutiny,2-1,RBNY
Saturday,April 5,D.C. United,2-1,RBNY
Saturday,April 12,RBNY,3-1,New England
Saturday,April 19,RBNY,1-2,D.C. United
Saturday,April 26,RBNY,2-1,Columbus
Sunday,May 4,RBNY,1-0,LA Galaxy
Friday,May 9,RBNY,0-1,San Jose
Sunday,May 11,Columbus,3-0,RBNY
Sunday,May 18,RBNY,1-0,Sporting KC
Sunday,May 25,RBNY,3-2,Tampa Bay Mutiny
Friday,May 30,New England,3-1,RBNY
Friday,June 13,RBNY,1-3,Colorado
Sunday,June 15,FC Dallas,3-1,RBNY
Saturday,June 21,Columbus,2-1,RBNY
Friday,July 4,Tampa Bay Mutiny,1-0,RBNY
Sunday,July 13,RBNY,4-1,Colorado
Sunday,July 20,RBNY,0-4,LA Galaxy
Sunday,July 27,RBNY,2-1,D.C. United
Sunday,August 3,RBNY,2-3,Tampa Bay Mutiny
Friday,August 15,Colorado,2-0,RBNY
Sunday,August 17,Sporting KC,4-3,RBNY
Saturday,August 23,FC Dallas,1-2,RBNY
Friday,August 29,RBNY,3-0,San Jose
Thursday,September 4,LA Galaxy,1-3,RBNY
Saturday,September 6,San Jose,4-0,RBNY
Tuesday,September 9,RBNY,3-1,New England
Friday,September 12,Sporting KC,0-1,RBNY
Tuesday,September 16,RBNY,0-1,FC Dallas
Saturday,September 20,New England,3-2,RBNY
Thursday,September 25,RBNY,0-1,Columbus
Sunday,September 28,D.C. United,1-3,RBNY
