day,date,home_team,result,away_team
Saturday,April 5,CLB,1-1,LA Galaxy
Saturday,April 12,NY Red Bulls,0-1,CLB
Saturday,April 19,New England,1-2,CLB
Saturday,April 26,CLB,0-1,NY Red Bulls
Saturday,May 3,Sporting KC,2-2,CLB
Saturday,May 10,CLB,2-0,Colorado
Saturday,May 17,San Jose,4-3,CLB
Saturday,May 24,CLB,2-3,New England
Saturday,May 31,CLB,1-1,NY Red Bulls
Saturday,June 7,CLB,1-0,San Jose
Saturday,June 14,D.C. United,3-0,CLB
Saturday,June 21,San Jose,2-1,CLB
Saturday,June 28,CLB,3-0,D.C. United
Saturday,July 5,CLB,0-0,FC Dallas
Saturday,July 19,CLB,0-1,Sporting KC
Wednesday,July 23,CLB,1-1,New England
Wednesday,July 30,LA Galaxy,2-1,CLB
Saturday,August 9,LA Galaxy,3-1,CLB
Wednesday,August 13,CLB,2-2,Chicago
Saturday,August 16,Colorado,2-1,CLB
Saturday,August 23,FC Dallas,1-2,CLB
Sunday,August 31,CLB,1-0,Sporting KC
Saturday,September 6,Chicago,1-1,CLB
Saturday,September 13,CLB,3-2,FC Dallas
Saturday,September 20,NY Red Bulls,1-0,CLB
Sunday,September 28,New England,3-2,CLB
Saturday,October 4,CLB,1-1,D.C. United
Friday,October 10,Chicago,2-0,CLB
Sunday,October 19,D.C. United,2-3,CLB
Sunday,October 26,CLB,6-2,Chicago
