day,date,home_team,result,away_team
Saturday,April 12,DAL,1-1,LA Galaxy
Saturday,April 26,DAL,1-2,New England
Saturday,May 3,D.C. United,0-0,DAL
Saturday,May 10,DAL,1-3,Sporting KC
Saturday,May 17,DAL,1-1,LA Galaxy
Saturday,May 24,NY Red Bulls,2-1,DAL
Saturday,May 31,DAL,3-2,D.C. United
Saturday,June 14,DAL,1-2,San Jose
Wednesday,June 18,Chicago,4-1,DAL
Saturday,June 21,DAL,3-1,Colorado
Saturday,June 28,LA Galaxy,3-0,DAL
Wednesday,July 2,DAL,1-3,D.C. United
Saturday,July 5,Columbus,0-0,DAL
Saturday,July 12,Sporting KC,5-1,DAL
Wednesday,July 16,New England,1-2,DAL
Saturday,July 19,DAL,1-2,NY Red Bulls
Saturday,July 26,San Jose,3-0,DAL
Saturday,August 9,Colorado,2-0,DAL
Wednesday,August 13,DAL,0-3,San Jose
Saturday,August 16,DAL,3-2,Sporting KC
Saturday,August 23,DAL,1-2,Columbus
Saturday,August 30,LA Galaxy,2-1,DAL
Saturday,September 6,Colorado,2-1,DAL
Saturday,September 13,Columbus,3-2,DAL
Saturday,September 20,DAL,2-0,Chicago
Saturday,September 27,San Jose,5-2,DAL
Saturday,October 4,DAL,1-4,New England
Saturday,October 11,NY Red Bulls,0-0,DAL
Saturday,October 18,Sporting KC,1-0,DAL
Saturday,October 25,DAL,4-3,Colorado
