Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
E1,08/08/98,Barnsley,West Brom,2,2,D,1,2,A,,,,,,,,,,,
E1,08/08/98,Bradford,Stockport,1,2,A,0,1,A,,,,,,,,,,,
E1,08/08/98,Bristol City,Oxford,2,2,D,2,1,H,,,,,,,,,,,
E1,08/08/98,Bury,Huddersfield,1,0,H,1,0,H,,,,,,,,,,,
E1,08/08/98,Crystal Palace,Bolton,2,2,D,0,1,A,,,,,,,,,,,
E1,08/08/98,Norwich,Crewe,2,1,H,2,1,H,,,,,,,,,,,
E1,08/08/98,Port Vale,Birmingham,0,2,A,0,1,A,,,,,,,,,,,
E1,08/08/98,Portsmouth,Watford,1,2,A,1,0,H,,,,,,,,,,,
E1,08/08/98,Sheffield United,Swindon,2,1,H,1,0,H,,,,,,,,,,,
E1,08/08/98,Sunderland,QPR,1,0,H,0,0,D,,,,,,,,,,,
E1,08/08/98,Wolves,Tranmere,2,0,H,1,0,H,,,,,,,,,,,
E1,09/08/98,Grimsby,Ipswich,0,0,D,0,0,D,,,,,,,,,,,
E1,15/08/98,Bolton,Grimsby,2,0,H,0,0,D,,,,,,,,,,,
E1,15/08/98,Crewe,Barnsley,3,1,H,1,0,H,,,,,,,,,,,
E1,15/08/98,Huddersfield,Port Vale,2,1,H,1,0,H,,,,,,,,,,,
E1,15/08/98,Ipswich,Bury,0,0,D,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,15/08/98,Oxford,Wolves,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,15/08/98,QPR,Bristol City,1,1,D,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,15/08/98,Stockport,Norwich,0,2,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,15/08/98,Swindon,Sunderland,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,15/08/98,Tranmere,Portsmouth,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,15/08/98,Watford,Bradford,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,15/08/98,West Brom,Sheffield United,4,1,H,2,1,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,16/08/98,Birmingham,Crystal Palace,3,1,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,21/08/98,Barnsley,Stockport,1,1,D,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,22/08/98,Bristol City,Watford,1,4,A,0,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,22/08/98,Bury,Crewe,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,22/08/98,Crystal Palace,Oxford,2,0,H,2,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,22/08/98,Grimsby,Huddersfield,1,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,22/08/98,Norwich,QPR,4,2,H,3,2,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,22/08/98,Port Vale,West Brom,0,3,A,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,22/08/98,Portsmouth,Ipswich,0,0,D,0,0,D,,,,,,,,,,,
E1,22/08/98,Sheffield United,Birmingham,0,2,A,0,0,D,,,,,,,,,,,
E1,22/08/98,Sunderland,Tranmere,5,0,H,2,0,H,,,,,,,,,,,
E1,22/08/98,Wolves,Swindon,1,0,H,1,0,H,,,,,,,,,,,
E1,23/08/98,Bradford,Bolton,2,2,D,1,1,D,,,,,,,,,,,
E1,25/08/98,Sunderland,Watford,4,1,H,3,1,H,,,,,,,,,,,
E1,28/08/98,Crewe,Bradford,2,1,H,2,1,H,,,,,,,,,,,
E1,28/08/98,Watford,Wolves,0,2,A,0,1,A,,,,,,,,,,,
E1,29/08/98,Birmingham,Barnsley,0,0,D,0,0,D,,,,,,,,,,,
E1,29/08/98,Bolton,Sheffield United,2,2,D,2,0,H,,,,,,,,,,,
E1,29/08/98,Huddersfield,Portsmouth,3,3,D,1,1,D,,,,,,,,,,,
E1,29/08/98,Ipswich,Sunderland,0,2,A,0,2,A,,,,,,,,,,,
E1,29/08/98,Oxford,Grimsby,0,0,D,0,0,D,,,,,,,,,,,
E1,29/08/98,QPR,Bury,0,0,D,0,0,D,,,,,,,,,,,
E1,29/08/98,Stockport,Crystal Palace,1,1,D,0,1,A,,,,,,,,,,,
E1,29/08/98,Swindon,Port Vale,1,1,D,0,1,A,,,,,,,,,,,
E1,29/08/98,Tranmere,Bristol City,1,1,D,1,1,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,29/08/98,West Brom,Norwich,2,0,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,31/08/98,Barnsley,Oxford,1,0,H,1,0,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E1,31/08/98,Bradford,Birmingham,2,1,H,0,0,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
