day,date,home_team,result,away_team
Saturday,March 21,TBM,1-2,Columbus
Thursday,March 26,TBM,0-1,Fusion
Saturday,April 4,Chicago,2-0,TBM
Saturday,April 11,TBM,3-1,FC Dallas
Sunday,April 19,Colorado,3-0,TBM
Saturday,April 25,LA Galaxy,5-1,TBM
Thursday,April 30,TBM,0-1,Columbus
Sunday,May 3,TBM,0-1,NY Red Bulls
Sunday,May 10,New England,4-3,TBM
Wednesday,May 13,TBM,2-1,Sporting KC
Saturday,May 16,TBM,1-2,Chicago
Saturday,May 23,D.C. United,3-2,TBM
Saturday,May 30,TBM,1-2,D.C. United
Wednesday,June 3,NY Red Bulls,1-2,TBM
Saturday,June 6,Sporting KC,1-0,TBM
Sunday,June 21,FC Dallas,0-1,TBM
Saturday,June 27,Fusion,2-1,TBM
Saturday,July 4,TBM,2-3,New England
Saturday,July 11,NY Red Bulls,1-2,TBM
Wednesday,July 15,TBM,1-3,LA Galaxy
Saturday,July 18,San Jose,0-1,TBM
Saturday,July 25,TBM,2-3,Colorado
Wednesday,July 29,D.C. United,3-2,TBM
Thursday,August 6,TBM,3-1,Fusion
Friday,August 14,TBM,1-2,New England
Saturday,August 22,Columbus,3-1,TBM
Saturday,August 29,TBM,3-2,D.C. United
Thursday,September 3,TBM,2-1,San Jose
Sunday,September 13,TBM,2-1,NY Red Bulls
Saturday,September 19,New England,3-0,TBM
Thursday,September 24,Columbus,3-4,TBM
Sunday,September 27,Fusion,1-3,TBM
