Player,Club,POS,GP,GS,A,GWA,HmA,RdA,A/90min
Graham Zusi,SKC,D-M,32,31,15,5,10,5,0.48
Landon Donovan,LA,M-F,26,25,14,5,6,8,0.56
Marvin Chávez,SJ,M,27,23,13,3,5,8,0.61
Mauro Rosales,SEA,M,27,25,13,5,7,6,0.58
Thierry Henry,NY,F,25,24,12,3,9,3,0.51
Dwayne De Rosario,DC,M,26,25,12,3,8,4,0.49
Brad Davis,HOU,M,31,28,12,4,8,4,0.43
Felipe,VAN,M,30,30,10,2,7,3,0.34
David Ferreira,DAL,M,17,16,9,1,4,5,0.57
David Beckham,LA,M,24,23,9,2,6,3,0.41
Javier Morales,RSL,M,29,23,9,5,5,4,0.38
Robbie Keane,LA,F,28,28,9,5,6,3,0.32
Patrice Bernier,MTL,M,27,25,8,4,7,1,0.33
Fredy Montero,SEA,F,33,28,8,3,4,4,0.28
Martin Rivero,COL,M,30,30,8,2,5,3,0.28
Kei Kamara,VAN,F,33,32,8,4,6,2,0.25
Federico Higuain,CLB,M,13,11,7,2,3,4,0.63
Branko Boskovic,DC,M,26,12,7,2,5,2,0.58
Shea Salinas,SJ,M,19,11,7,2,6,1,0.57
Alan Gordon,SJ,F,23,13,7,2,5,2,0.49
Ramiro Corrales,SJ,M,22,19,7,3,5,2,0.38
Camilo Sanvezzo,VAN,F,28,19,7,2,5,2,0.37
Jackson Goncalves,DAL,M,21,18,7,1,3,4,0.36
Brian Mullan,COL,D,28,25,7,2,3,4,0.3
Fabian Espindola,RSL,F,30,27,7,3,3,4,0.27
Chance Myers,KC,D,30,28,7,4,5,2,0.25
Patrick Nyarko,CHI,F-M,34,31,7,3,4,3,0.23
Chris Wondolowski,SJ,F,32,31,7,0,4,3,0.22
Eric Alexander,HOU,M,24,14,6,0,4,2,0.41
Boniek Garcia,HOU,M,17,17,6,0,4,2,0.35
Roy Miller,POR,D,24,20,6,1,3,3,0.32
Sam Cronin,MIN,M,31,30,6,2,3,3,0.21
Steven Beitashour,LAFC,D,33,33,6,2,4,2,0.18
Sebastián Grazzini,CHI,M,14,14,5,1,2,3,0.41
Davide Chiumiento,VAN,M,16,15,5,2,4,1,0.35
Brandon Barklage,NY,D,19,16,5,0,3,2,0.33
Brian Ching,HOU,F,30,13,5,2,2,3,0.32
Eric Hassli,TOR,F,25,16,5,1,2,3,0.31
Hunter Freeman,COL,D,19,18,5,1,3,2,0.29
Marco Pappa,CHI,M,22,20,5,2,2,3,0.28
Justin Mapp,MTL,M,27,21,5,2,4,1,0.27
Franck Songo'o,POR,M,27,21,5,2,2,3,0.26
Jan Gunnar Solli,NY,D,24,21,5,2,4,1,0.24
Kelyn Rowe,NE,M,30,21,5,1,3,2,0.24
Julian de Guzman,DAL,M,28,21,5,1,2,3,0.23
Luis Silva,RSL,F,30,22,5,1,4,1,0.22
Chris Tierney,NE,D-M,28,26,5,3,3,2,0.19
Joel Lindpere,NY,M,34,26,5,1,2,3,0.19
Ashtone Morgan,TOR,D,30,27,5,0,4,1,0.18
Ryan Johnson,TOR,F,31,31,5,0,1,4,0.16
Michael Farfan,PHI,M,32,31,5,1,3,2,0.16
Sean Franklin,VAN,D,34,33,5,1,1,4,0.15
Sherjill MacDonald,CHI,F,14,12,4,0,2,2,0.35
Alex Caskey,SEA,M,20,12,4,2,1,3,0.33
Sal Zizzo,ATL,D,20,12,4,1,1,3,0.31
Ryan Smith,CHV,M,21,12,4,1,0,4,0.3
Jairo Arrieta,CLB,F,18,18,4,3,3,1,0.23
Blas Pérez,DAL,F,20,19,4,2,4,0,0.21
Miller Bolaños,ECU,M,24,21,4,1,1,3,0.19
Danny Cruz,DC,M-F,28,24,4,0,1,3,0.19
Andy Najar,DC,M-F,25,22,4,0,2,2,0.18
Mike Magee,LA,M,29,24,4,2,2,2,0.17
Nick DeLeon,DC,M,28,25,4,1,2,2,0.17
Chris Pontius,LA,F,31,26,4,2,3,1,0.15
Brad Evans,SKC,D-M,29,29,4,0,2,2,0.15
Pável Pardo,CHI,M,28,27,4,1,2,2,0.15
Jaime Castrillón,COL,M,30,29,4,2,2,2,0.15
Will Bruin,SEA,F,32,31,4,1,2,2,0.14
Rafael Baca,SJ,M,33,31,4,3,2,2,0.14
Shalrie Joseph,CHV,M,30,27,4,1,0,4,0.14
Kyle Beckerman,RSL,M,30,29,4,3,2,2,0.14
Juninho,LA,M,32,30,4,0,3,1,0.14
Jack Jewsbury,POR,M,32,31,4,0,4,0,0.13
Brandon McDonald,DC,D,33,33,4,1,2,2,0.12
Lee Young-Pyo,VAN,D,33,33,4,1,4,0,0.12
Justin Morrow,TOR,D,33,33,4,2,2,2,0.12
Shaun Francis,CLB,D,10,6,3,1,3,0,0.53
Tressor Moreno,SJ,M,12,6,3,0,3,0,0.48
Chad Barrett,LA,F,18,7,3,0,2,1,0.4
Christian Tiffert,SEA,M,12,11,3,1,2,1,0.28
Rafa Márquez,NY,M,15,13,3,1,2,1,0.27
Khari Stephenson,SJ,M,27,10,3,0,2,1,0.26
Tim Cahill,NY,M,12,12,3,1,2,1,0.25
Nemanja Vukovic,CLB,D,15,12,3,1,2,1,0.24
Conor Casey,COL,F,18,13,3,0,3,0,0.23
Marco Di Vaio,MTL,F,17,16,3,0,2,1,0.2
Eric Avila,TOR,M,24,16,3,0,0,3,0.2
Maicon Santos,DC,F,26,16,3,2,1,2,0.18
Emilio Rentería,CLB,F,27,16,3,2,2,1,0.18
Juan Agudelo,NE,F,24,17,3,0,1,2,0.17
Luis Gil,RSL,M,29,19,3,2,2,1,0.17
Jack McInerney,PHI,F,25,18,3,2,2,1,0.17
Tony Cascio,COL,M,29,18,3,1,3,0,0.16
Sanna Nyassi,MTL,M,28,17,3,0,2,1,0.16
Chris Rolfe,CHI,F,22,19,3,2,1,2,0.15
Dominic Oduro,MTL,M,33,21,3,2,2,1,0.15
Marc Burch,MIN,D,29,19,3,1,2,1,0.15
Reggie Lambe,TOR,M,27,22,3,0,1,2,0.15
Álvaro Fernández,CHI,M,27,23,3,2,3,0,0.14
Fabian Castillo,DAL,M-F,26,23,3,2,2,1,0.14
Adam Moffat,HOU,M,23,22,3,1,1,2,0.14
Saer Sene,NE,M,25,23,3,1,2,1,0.14
Ned Grabavoy,RSL,M,26,22,3,1,2,1,0.14
Andre Hainault,HOU,D,25,24,3,1,3,0,0.13
Chris Korb,DC,D,26,22,3,3,3,0,0.13
Will Johnson,ORL,M,26,23,3,0,0,3,0.13
Connor Lade,RBNY,D,26,22,3,2,3,0,0.13
Eddie Johnson,SEA,F,28,24,3,1,1,2,0.13
Kosuke Kimura,COL,D,29,28,3,1,2,1,0.11
Alvaro Saborio,RSL,F,31,26,3,0,1,2,0.11
Dane Richards,NY,M,29,26,3,0,3,0,0.11
Josh Williams,CLB,D,30,27,3,1,2,1,0.11
Lionard Pajoy,DC,F,32,28,3,3,2,1,0.11
Kenny Cooper,NY,F,33,26,3,1,3,0,0.11
Zach Loyd,DAL,D,32,31,3,2,2,1,0.1
Davy Arnaud,MTL,M,33,31,3,1,2,1,0.1
Dax McCarty,CHI,M,33,33,3,1,2,1,0.09
Brian Ownby,HOU,M,7,0,2,0,1,1,1.57
Roger Torres,PHI,M,10,1,2,0,1,1,0.99
Tristan Bowen,CHV,F,5,3,2,0,1,1,0.73
Nick Soolsma,TOR,F,9,3,2,1,1,1,0.56
