day,date,home_team,result,away_team
Saturday,March 10,Colorado,2-0,CLB
Saturday,March 24,CLB,2-0,Montreal
Saturday,March 31,Toronto FC,0-1,CLB
Saturday,April 7,CLB,1-4,NY Red Bulls
Saturday,April 14,Philadelphia,1-0,CLB
Saturday,April 21,CLB,2-2,Houston
Saturday,April 28,CLB,0-1,Vancouver
Saturday,May 5,Portland,0-0,CLB
Saturday,May 12,CLB,2-1,FC Dallas
Saturday,May 19,San Jose,1-1,CLB
Wednesday,May 23,Seattle,0-2,CLB
Saturday,May 26,CLB,2-1,Chicago
Saturday,June 16,New England,0-0,CLB
Saturday,June 23,Chicago,2-1,CLB
Saturday,June 30,CLB,2-0,Real Salt Lake
Sunday,July 8,Montreal,2-1,CLB
Saturday,July 14,CLB,0-2,Sporting KC
Saturday,July 21,CLB,1-0,D.C. United
Saturday,July 28,Sporting KC,1-2,CLB
Saturday,August 4,D.C. United,1-0,CLB
Wednesday,August 15,CLB,1-1,LA Galaxy
Sunday,August 19,Houston,2-2,CLB
Wednesday,August 22,CLB,2-1,Toronto FC
Saturday,August 25,CLB,4-3,New England
Wednesday,August 29,Philadelphia,1-2,CLB
Saturday,September 1,CLB,2-1,Montreal
Wednesday,September 5,New England,2-0,CLB
Saturday,September 15,NY Red Bulls,3-1,CLB
Wednesday,September 19,CLB,1-0,Chivas USA
Saturday,September 22,Chicago,2-1,CLB
Saturday,September 29,CLB,3-2,Philadelphia
Sunday,October 7,CLB,1-1,Sporting KC
Saturday,October 20,D.C. United,3-2,CLB
Sunday,October 28,CLB,2-1,Toronto FC
