day,date,home_team,result,away_team
Saturday,March 17,Seattle,3-1,TOR
Saturday,March 24,TOR,0-3,San Jose
Saturday,March 31,TOR,0-1,Columbus
Saturday,April 7,Montreal,2-1,TOR
Saturday,April 14,TOR,0-1,Chivas USA
Saturday,April 21,TOR,2-3,Chicago
Saturday,April 28,Real Salt Lake,3-2,TOR
Saturday,May 5,TOR,0-2,D.C. United
Saturday,May 19,D.C. United,3-1,TOR
Saturday,May 26,TOR,1-0,Philadelphia
Saturday,June 16,Sporting KC,2-0,TOR
Wednesday,June 20,Houston,3-3,TOR
Saturday,June 23,TOR,2-2,New England
Wednesday,June 27,Montreal,0-3,TOR
Saturday,June 30,TOR,1-1,NY Red Bulls
Wednesday,July 4,FC Dallas,1-1,TOR
Sunday,July 8,Philadelphia,3-0,TOR
Wednesday,July 11,TOR,3-2,Vancouver
Saturday,July 14,New England,0-1,TOR
Wednesday,July 18,TOR,2-1,Colorado
Saturday,July 28,TOR,0-2,Houston
Saturday,August 4,Chicago,2-1,TOR
Wednesday,August 15,TOR,2-2,Portland
Saturday,August 18,TOR,0-1,Sporting KC
Wednesday,August 22,Columbus,2-1,TOR
Saturday,August 25,Houston,1-1,TOR
Saturday,September 1,Sporting KC,2-1,TOR
Wednesday,September 12,TOR,1-2,Chicago
Saturday,September 15,TOR,1-1,Philadelphia
Saturday,September 22,LA Galaxy,4-2,TOR
Saturday,September 29,NY Red Bulls,4-1,TOR
Saturday,October 6,TOR,0-1,D.C. United
Saturday,October 20,TOR,0-0,Montreal
Sunday,October 28,Columbus,2-1,TOR
