day,date,home_team,result,away_team
Sunday,March 11,FC Dallas,2-1,RBNY
Saturday,March 17,Real Salt Lake,2-0,RBNY
Sunday,March 25,RBNY,4-1,Colorado
Saturday,March 31,RBNY,5-2,Montreal
Saturday,April 7,Columbus,1-4,RBNY
Saturday,April 14,RBNY,2-2,San Jose
Sunday,April 22,D.C. United,4-1,RBNY
Saturday,April 28,RBNY,1-0,New England
Saturday,May 5,LA Galaxy,0-1,RBNY
Wednesday,May 9,RBNY,1-0,Houston
Sunday,May 13,Philadelphia,2-3,RBNY
Saturday,May 19,Montreal,1-2,RBNY
Wednesday,May 23,RBNY,1-1,Chivas USA
Sunday,June 17,Chicago,3-1,RBNY
Wednesday,June 20,Vancouver,1-1,RBNY
Sunday,June 24,RBNY,3-2,D.C. United
Saturday,June 30,Toronto FC,1-1,RBNY
Sunday,July 8,New England,2-0,RBNY
Sunday,July 15,Seattle,2-2,RBNY
Wednesday,July 18,RBNY,1-0,Chicago
Saturday,July 21,RBNY,2-0,Philadelphia
Saturday,July 28,Montreal,3-1,RBNY
Friday,August 3,Houston,2-0,RBNY
Friday,August 10,RBNY,2-0,Houston
Sunday,August 19,RBNY,3-2,Portland
Sunday,August 26,Sporting KC,1-1,RBNY
Wednesday,August 29,D.C. United,2-2,RBNY
Saturday,September 15,RBNY,3-1,Columbus
Wednesday,September 19,RBNY,0-2,Sporting KC
Saturday,September 22,New England,1-1,RBNY
Saturday,September 29,RBNY,4-1,Toronto FC
Saturday,October 6,RBNY,0-2,Chicago
Saturday,October 20,RBNY,0-0,Sporting KC
Saturday,October 27,Philadelphia,0-3,RBNY
