day,date,home_team,result,away_team
Saturday,April 7,Fusion,2-1,COL
Saturday,April 14,COL,1-1,NY Red Bulls
Saturday,April 21,LA Galaxy,1-0,COL
Saturday,April 28,COL,2-3,LA Galaxy
Saturday,May 5,FC Dallas,0-1,COL
Saturday,May 12,COL,2-1,Tampa Bay Mutiny
Wednesday,May 16,NY Red Bulls,1-0,COL
Saturday,May 19,COL,0-1,New England
Wednesday,May 23,COL,0-1,Fusion
Saturday,May 26,Columbus,3-3,COL
Wednesday,May 30,San Jose,1-1,COL
Saturday,June 2,COL,1-2,San Jose
Saturday,June 16,COL,3-6,FC Dallas
Wednesday,June 20,New England,3-3,COL
Saturday,June 30,D.C. United,1-1,COL
Wednesday,July 4,COL,3-1,D.C. United
Saturday,July 7,COL,3-1,San Jose
Saturday,July 14,Chicago,1-0,COL
Wednesday,July 18,COL,0-0,Sporting KC
Saturday,July 21,Tampa Bay Mutiny,1-2,COL
Saturday,August 4,COL,1-1,Chicago
Sunday,August 12,COL,2-2,Sporting KC
Sunday,August 19,Sporting KC,3-2,COL
Saturday,August 25,San Jose,5-2,COL
Saturday,September 1,LA Galaxy,3-2,COL
Saturday,September 8,COL,0-2,LA Galaxy
