day,date,home_team,result,away_team
Saturday,April 7,DAL,2-4,Tampa Bay Mutiny
Saturday,April 14,San Jose,0-1,DAL
Saturday,April 21,DAL,3-2,Chicago
Saturday,April 28,NY Red Bulls,3-2,DAL
Saturday,May 5,DAL,0-1,Colorado
Saturday,May 12,DAL,4-0,Columbus
Saturday,May 19,LA Galaxy,0-0,DAL
Wednesday,May 23,DAL,0-2,San Jose
Saturday,June 2,DAL,2-6,Fusion
Wednesday,June 6,Tampa Bay Mutiny,0-1,DAL
Saturday,June 9,DAL,3-0,D.C. United
Saturday,June 16,Colorado,3-6,DAL
Saturday,June 23,DAL,1-2,Columbus
Saturday,June 30,DAL,0-0,LA Galaxy
Wednesday,July 4,DAL,1-1,New England
Saturday,July 7,Columbus,2-2,DAL
Saturday,July 14,Sporting KC,3-2,DAL
Wednesday,July 18,DAL,3-0,Tampa Bay Mutiny
Saturday,July 21,Chicago,2-1,DAL
Saturday,August 4,New England,5-1,DAL
Saturday,August 11,DAL,3-0,NY Red Bulls
Wednesday,August 15,Columbus,3-0,DAL
Saturday,August 18,Fusion,4-2,DAL
Saturday,August 25,DAL,3-0,Sporting KC
Wednesday,August 29,Tampa Bay Mutiny,2-3,DAL
Saturday,September 8,Chicago,2-2,DAL
