day,date,home_team,result,away_team
Saturday,April 7,CLB,1-1,Chicago
Saturday,April 14,Tampa Bay Mutiny,1-2,CLB
Saturday,April 21,CLB,0-3,Sporting KC
Saturday,May 5,CLB,0-0,Fusion
Saturday,May 12,FC Dallas,4-0,CLB
Wednesday,May 16,New England,2-1,CLB
Saturday,May 19,CLB,2-1,D.C. United
Saturday,May 26,CLB,3-3,Colorado
Saturday,June 2,CLB,1-1,LA Galaxy
Saturday,June 9,Chicago,1-0,CLB
Saturday,June 16,CLB,6-1,Tampa Bay Mutiny
Saturday,June 23,FC Dallas,1-2,CLB
Saturday,June 30,Fusion,4-3,CLB
Wednesday,July 4,LA Galaxy,0-2,CLB
Saturday,July 7,CLB,2-2,FC Dallas
Wednesday,July 18,CLB,2-1,NY Red Bulls
Saturday,July 21,CLB,2-1,San Jose
Wednesday,August 1,CLB,3-0,Chicago
Saturday,August 4,Sporting KC,1-3,CLB
Saturday,August 11,San Jose,2-2,CLB
Wednesday,August 15,CLB,3-0,FC Dallas
Sunday,August 19,NY Red Bulls,0-1,CLB
Saturday,August 25,D.C. United,2-1,CLB
Wednesday,August 29,Chicago,2-1,CLB
Saturday,September 1,CLB,4-1,New England
Sunday,September 9,Tampa Bay Mutiny,1-2,CLB
