day,date,home_team,result,away_team
Saturday,April 7,Columbus,1-1,CHI
Saturday,April 14,CHI,2-0,D.C. United
Saturday,April 21,FC Dallas,3-2,CHI
Saturday,April 28,Tampa Bay Mutiny,0-1,CHI
Saturday,May 5,CHI,2-0,Tampa Bay Mutiny
Saturday,May 12,New England,2-1,CHI
Saturday,May 19,CHI,2-0,Sporting KC
Saturday,May 26,CHI,1-1,San Jose
Wednesday,May 30,CHI,3-4,LA Galaxy
Saturday,June 2,D.C. United,1-2,CHI
Saturday,June 9,CHI,1-0,Columbus
Saturday,June 23,CHI,1-1,New England
Saturday,June 30,CHI,3-1,NY Red Bulls
Wednesday,July 4,Sporting KC,0-7,CHI
Saturday,July 7,Tampa Bay Mutiny,2-3,CHI
Saturday,July 14,CHI,1-0,Colorado
Wednesday,July 18,Fusion,2-1,CHI
Saturday,July 21,CHI,2-1,FC Dallas
Wednesday,August 1,Columbus,3-0,CHI
Saturday,August 4,Colorado,1-1,CHI
Saturday,August 11,CHI,3-1,Tampa Bay Mutiny
Wednesday,August 15,CHI,1-2,Fusion
Saturday,August 18,San Jose,0-1,CHI
Saturday,August 25,LA Galaxy,1-3,CHI
Wednesday,August 29,CHI,2-1,Columbus
Saturday,September 1,NY Red Bulls,0-1,CHI
Saturday,September 8,CHI,2-2,FC Dallas
