day,date,home_team,result,away_team
Saturday,April 7,RBNY,2-1,New England
Saturday,April 14,Colorado,1-1,RBNY
Saturday,April 21,RBNY,1-3,Tampa Bay Mutiny
Saturday,April 28,RBNY,3-2,FC Dallas
Wednesday,May 2,RBNY,4-1,Sporting KC
Saturday,May 5,RBNY,3-2,D.C. United
Saturday,May 12,RBNY,2-0,LA Galaxy
Wednesday,May 16,RBNY,1-0,Colorado
Saturday,May 19,San Jose,2-0,RBNY
Thursday,May 24,Sporting KC,1-0,RBNY
Sunday,June 3,New England,1-1,RBNY
Wednesday,June 13,D.C. United,2-1,RBNY
Saturday,June 16,RBNY,0-0,San Jose
Saturday,June 23,LA Galaxy,2-0,RBNY
Saturday,June 30,Chicago,3-1,RBNY
Wednesday,July 4,Tampa Bay Mutiny,1-2,RBNY
Saturday,July 7,Fusion,0-3,RBNY
Wednesday,July 18,Columbus,2-1,RBNY
Saturday,July 21,RBNY,2-1,D.C. United
Saturday,August 4,RBNY,2-1,Fusion
Saturday,August 11,FC Dallas,3-0,RBNY
Wednesday,August 15,D.C. United,1-2,RBNY
Sunday,August 19,RBNY,0-1,Columbus
Saturday,August 25,Fusion,2-3,RBNY
Saturday,September 1,RBNY,0-1,Chicago
Friday,September 7,RBNY,3-1,New England
