day,date,home_team,result,away_team
Saturday,March 25,Columbus,2-1,SJ
Saturday,April 1,Fusion,0-0,SJ
Saturday,April 8,SJ,2-0,NY Red Bulls
Saturday,April 15,Sporting KC,2-0,SJ
Saturday,April 22,SJ,5-0,FC Dallas
Wednesday,April 26,Tampa Bay Mutiny,4-0,SJ
Saturday,April 29,SJ,2-2,D.C. United
Saturday,May 6,New England,2-1,SJ
Saturday,May 13,Chicago,4-1,SJ
Wednesday,May 17,SJ,0-0,LA Galaxy
Saturday,May 20,Sporting KC,2-0,SJ
Saturday,May 27,LA Galaxy,1-1,SJ
Saturday,June 3,SJ,4-2,Colorado
Saturday,June 10,New England,3-0,SJ
Saturday,June 17,SJ,3-1,Fusion
Wednesday,June 21,SJ,2-2,New England
Saturday,June 24,SJ,1-1,Chicago
Wednesday,June 28,NY Red Bulls,0-0,SJ
Saturday,July 1,Columbus,2-1,SJ
Tuesday,July 4,SJ,0-0,Sporting KC
Saturday,July 8,Colorado,0-1,SJ
Saturday,July 15,SJ,1-2,Colorado
Saturday,July 22,SJ,1-2,New England
Wednesday,August 2,SJ,1-2,Columbus
Saturday,August 5,Colorado,2-0,SJ
Saturday,August 12,SJ,1-2,Tampa Bay Mutiny
Wednesday,August 16,SJ,0-3,Sporting KC
Saturday,August 19,D.C. United,0-1,SJ
Saturday,August 26,SJ,0-3,LA Galaxy
Wednesday,August 30,LA Galaxy,2-1,SJ
Friday,September 1,SJ,3-0,Columbus
Saturday,September 9,FC Dallas,2-1,SJ
