day,date,home_team,result,away_team
Saturday,March 25,SKC,4-3,Chicago
Saturday,April 1,SKC,3-0,Colorado
Saturday,April 8,Fusion,0-0,SKC
Saturday,April 15,SKC,2-0,San Jose
Wednesday,April 19,NY Red Bulls,1-2,SKC
Saturday,April 22,SKC,1-0,Tampa Bay Mutiny
Saturday,April 29,Colorado,0-5,SKC
Saturday,May 6,LA Galaxy,0-0,SKC
Saturday,May 13,SKC,2-0,NY Red Bulls
Wednesday,May 17,SKC,2-0,D.C. United
Saturday,May 20,SKC,2-0,San Jose
Saturday,May 27,Tampa Bay Mutiny,1-2,SKC
Sunday,June 4,Chicago,3-2,SKC
Saturday,June 10,D.C. United,0-0,SKC
Saturday,June 17,FC Dallas,4-1,SKC
Wednesday,June 21,SKC,0-0,FC Dallas
Saturday,June 24,SKC,2-0,LA Galaxy
Tuesday,July 4,San Jose,0-0,SKC
Saturday,July 8,SKC,0-1,NY Red Bulls
Saturday,July 15,Columbus,2-0,SKC
Wednesday,July 19,SKC,0-1,New England
Saturday,July 22,SKC,3-1,Columbus
Wednesday,August 2,SKC,3-1,Colorado
Saturday,August 5,SKC,1-5,LA Galaxy
Saturday,August 12,LA Galaxy,1-1,SKC
Wednesday,August 16,San Jose,0-3,SKC
Friday,August 18,SKC,1-2,Fusion
Wednesday,August 23,NY Red Bulls,0-0,SKC
Saturday,August 26,Colorado,1-1,SKC
Saturday,September 2,SKC,1-0,Tampa Bay Mutiny
Wednesday,September 6,New England,0-1,SKC
Saturday,September 9,Tampa Bay Mutiny,2-2,SKC
