day,date,home_team,result,away_team
Saturday,March 18,Tampa Bay Mutiny,5-1,CLB
Saturday,March 25,CLB,2-1,San Jose
Saturday,April 1,CLB,0-2,Chicago
Saturday,April 8,CLB,2-2,LA Galaxy
Saturday,April 15,NY Red Bulls,0-1,CLB
Saturday,April 22,CLB,2-3,Colorado
Saturday,April 29,FC Dallas,2-1,CLB
Wednesday,May 3,D.C. United,1-2,CLB
Saturday,May 6,CLB,0-2,NY Red Bulls
Saturday,May 13,Tampa Bay Mutiny,3-1,CLB
Saturday,May 20,CLB,2-1,FC Dallas
Saturday,May 27,Fusion,2-4,CLB
Saturday,June 3,CLB,1-1,D.C. United
Wednesday,June 7,FC Dallas,3-2,CLB
Saturday,June 10,CLB,1-1,FC Dallas
Saturday,June 17,Colorado,0-0,CLB
Saturday,June 24,CLB,3-1,New England
Wednesday,June 28,CLB,1-2,Tampa Bay Mutiny
Saturday,July 1,CLB,2-1,San Jose
Tuesday,July 4,LA Galaxy,1-0,CLB
Saturday,July 8,Chicago,3-1,CLB
Wednesday,July 12,CLB,4-1,New England
Saturday,July 15,CLB,2-0,Sporting KC
Saturday,July 22,Sporting KC,3-1,CLB
Wednesday,August 2,San Jose,1-2,CLB
Saturday,August 5,New England,1-1,CLB
Wednesday,August 16,CLB,2-0,Fusion
Saturday,August 26,New England,2-1,CLB
Wednesday,August 30,CLB,3-4,Tampa Bay Mutiny
Friday,September 1,San Jose,3-0,CLB
Wednesday,September 6,Chicago,3-1,CLB
Saturday,September 9,CLB,2-3,Chicago
