day,date,home_team,result,away_team
Saturday,March 4,D.C. United,0-0,SKC
Saturday,March 11,SKC,0-0,FC Dallas
Saturday,March 18,SKC,2-1,San Jose
Friday,March 31,Toronto FC,0-0,SKC
Sunday,April 9,SKC,3-1,Colorado
Saturday,April 15,Portland,0-1,SKC
Saturday,April 22,FC Dallas,1-0,SKC
Saturday,April 29,SKC,3-0,Real Salt Lake
Wednesday,May 3,SKC,2-0,NY Red Bulls
Sunday,May 7,Minnesota,2-0,SKC
Saturday,May 13,Orlando,2-2,SKC
Wednesday,May 17,Seattle,3-0,SKC
Saturday,May 20,Vancouver,2-0,SKC
Saturday,May 27,Colorado,1-0,SKC
Saturday,June 3,SKC,3-0,Minnesota
Saturday,June 10,SKC,1-1,Montreal
Saturday,June 17,San Jose,0-0,SKC
Saturday,June 24,LA Galaxy,1-2,SKC
Saturday,July 1,SKC,1-1,Portland
Thursday,July 6,SKC,1-1,Philadelphia
Saturday,July 22,Real Salt Lake,1-1,SKC
Saturday,July 29,SKC,3-2,Chicago
Sunday,August 6,SKC,1-1,Atlanta
Saturday,August 12,Seattle,1-0,SKC
Saturday,August 19,SKC,2-0,FC Dallas
Wednesday,September 6,NYCFC,1-0,SKC
Sunday,September 10,Columbus,1-1,SKC
Saturday,September 16,SKC,3-1,New England
Sunday,September 24,SKC,2-1,LA Galaxy
Saturday,September 30,SKC,0-1,Vancouver
Saturday,October 7,Minnesota,1-1,SKC
Wednesday,October 11,Houston,2-1,SKC
Sunday,October 15,SKC,0-0,Houston
Sunday,October 22,Real Salt Lake,2-1,SKC
