day,date,home_team,result,away_team
Saturday,March 4,RSL,0-0,Toronto FC
Saturday,March 11,Chicago,2-0,RSL
Saturday,March 18,RSL,1-2,LA Galaxy
Saturday,March 25,NY Red Bulls,0-0,RSL
Saturday,April 1,Minnesota,4-2,RSL
Saturday,April 8,RSL,3-0,Vancouver
Saturday,April 15,Colorado,1-2,RSL
Saturday,April 22,RSL,1-3,Atlanta
Saturday,April 29,Sporting KC,3-0,RSL
Saturday,May 6,RSL,0-3,FC Dallas
Saturday,May 13,New England,4-0,RSL
Wednesday,May 17,RSL,2-1,NYCFC
Saturday,May 20,Seattle,1-0,RSL
Saturday,May 27,RSL,1-0,Philadelphia
Wednesday,May 31,Houston,5-1,RSL
Saturday,June 3,FC Dallas,6-2,RSL
Saturday,June 17,RSL,1-0,Minnesota
Saturday,June 24,San Jose,2-1,RSL
Friday,June 30,RSL,0-1,Orlando
Tuesday,July 4,LA Galaxy,2-6,RSL
Wednesday,July 19,Portland,1-4,RSL
Saturday,July 22,RSL,1-1,Sporting KC
Saturday,July 29,RSL,2-2,Columbus
Saturday,August 5,RSL,0-0,Houston
Sunday,August 13,D.C. United,0-1,RSL
Saturday,August 19,Montreal,3-1,RSL
Wednesday,August 23,RSL,4-0,San Jose
Saturday,August 26,RSL,4-1,Colorado
Saturday,September 9,Vancouver,3-2,RSL
Saturday,September 16,RSL,2-1,Portland
Saturday,September 23,Seattle,2-0,RSL
Saturday,September 30,LA Galaxy,1-1,RSL
Sunday,October 15,Colorado,1-0,RSL
Sunday,October 22,RSL,2-1,Sporting KC
