day,date,home_team,result,away_team
Friday,March 3,POR,5-1,Minnesota
Sunday,March 12,LA Galaxy,0-1,POR
Saturday,March 18,POR,4-2,Houston
Saturday,March 25,Columbus,3-2,POR
Sunday,April 2,POR,1-1,New England
Saturday,April 8,Philadelphia,1-3,POR
Saturday,April 15,POR,0-1,Sporting KC
Saturday,April 22,POR,2-1,Vancouver
Saturday,April 29,FC Dallas,2-2,POR
Saturday,May 6,San Jose,3-0,POR
Sunday,May 14,POR,1-1,Atlanta
Saturday,May 20,Montreal,4-1,POR
Saturday,May 27,Seattle,1-0,POR
Friday,June 2,POR,2-0,San Jose
Saturday,June 10,POR,2-0,FC Dallas
Saturday,June 17,Colorado,2-1,POR
Wednesday,June 21,Minnesota,3-2,POR
Sunday,June 25,Seattle,2-2,POR
Saturday,July 1,Sporting KC,1-1,POR
Wednesday,July 5,POR,2-2,Chicago
Wednesday,July 19,POR,1-4,Real Salt Lake
Sunday,July 23,Vancouver,1-2,POR
Saturday,July 29,Houston,2-2,POR
Sunday,August 6,POR,3-1,LA Galaxy
Saturday,August 12,Toronto FC,4-1,POR
Friday,August 18,POR,2-0,NY Red Bulls
Wednesday,August 23,POR,2-1,Colorado
Sunday,August 27,Seattle,1-1,POR
Saturday,September 9,NYCFC,0-1,POR
Saturday,September 16,Real Salt Lake,2-1,POR
Sunday,September 24,POR,3-0,Orlando
Saturday,September 30,San Jose,2-1,POR
Sunday,October 15,POR,4-0,D.C. United
Sunday,October 22,POR,2-1,Vancouver
