day,date,home_team,result,away_team
Saturday,March 4,Seattle,2-1,HOU
Saturday,March 11,HOU,3-1,Columbus
Saturday,March 18,Portland,4-2,HOU
Saturday,April 1,HOU,4-1,NY Red Bulls
Saturday,April 8,New England,2-0,HOU
Saturday,April 15,HOU,2-2,Minnesota
Saturday,April 22,HOU,2-0,San Jose
Friday,April 28,Toronto FC,2-0,HOU
Saturday,May 6,HOU,4-0,Orlando
Friday,May 12,HOU,2-1,Vancouver
Wednesday,May 17,Philadelphia,2-0,HOU
Saturday,May 20,Atlanta,4-1,HOU
Sunday,May 28,FC Dallas,0-0,HOU
Wednesday,May 31,HOU,5-1,Real Salt Lake
Sunday,June 4,Seattle,1-0,HOU
Saturday,June 17,LA Galaxy,2-2,HOU
Friday,June 23,HOU,1-1,FC Dallas
Saturday,July 1,Colorado,3-1,HOU
Wednesday,July 5,HOU,3-1,Montreal
Wednesday,July 19,Minnesota,0-0,HOU
Saturday,July 22,D.C. United,1-3,HOU
Saturday,July 29,HOU,2-2,Portland
Saturday,August 5,Real Salt Lake,0-0,HOU
Saturday,August 12,HOU,3-0,San Jose
Saturday,August 19,Vancouver,2-1,HOU
Wednesday,August 23,FC Dallas,3-3,HOU
Saturday,September 9,HOU,0-1,Colorado
Saturday,September 16,San Jose,1-0,HOU
Saturday,September 23,NYCFC,1-1,HOU
Wednesday,September 27,HOU,3-3,LA Galaxy
Saturday,September 30,HOU,2-1,Minnesota
Wednesday,October 11,HOU,2-1,Sporting KC
Sunday,October 15,Sporting KC,0-0,HOU
Sunday,October 22,HOU,3-0,Chicago
