day,date,home_team,result,away_team
Saturday,March 4,DC,0-0,Sporting KC
Sunday,March 12,NYCFC,4-0,DC
Saturday,March 18,DC,0-2,Columbus
Saturday,April 1,DC,2-1,Philadelphia
Saturday,April 8,DC,2-1,NYCFC
Saturday,April 15,NY Red Bulls,2-0,DC
Saturday,April 22,New England,2-2,DC
Sunday,April 30,Atlanta,1-3,DC
Saturday,May 6,DC,0-1,Montreal
Saturday,May 13,DC,0-4,Philadelphia
Saturday,May 20,DC,0-1,Chicago
Saturday,May 27,Vancouver,0-1,DC
Wednesday,May 31,Orlando,2-0,DC
Saturday,June 3,DC,0-0,LA Galaxy
Saturday,June 17,Toronto FC,2-0,DC
Wednesday,June 21,DC,2-1,Atlanta
Saturday,June 24,Philadelphia,1-0,DC
Saturday,July 1,Montreal,2-0,DC
Tuesday,July 4,FC Dallas,4-2,DC
Wednesday,July 19,Seattle,4-3,DC
Saturday,July 22,DC,1-3,Houston
Saturday,July 29,Minnesota,4-0,DC
Saturday,August 5,DC,1-1,Toronto FC
Sunday,August 13,DC,0-1,Real Salt Lake
Saturday,August 19,Colorado,0-1,DC
Wednesday,August 23,DC,1-0,Atlanta
Saturday,August 26,DC,1-0,New England
Saturday,September 9,DC,1-2,Orlando
Saturday,September 16,Chicago,3-0,DC
Saturday,September 23,DC,4-0,San Jose
Wednesday,September 27,NY Red Bulls,3-3,DC
Saturday,September 30,Columbus,2-0,DC
Sunday,October 15,Portland,4-0,DC
Sunday,October 22,DC,1-2,NY Red Bulls
