day,date,home_team,result,away_team
Saturday,March 4,COL,1-0,New England
Saturday,March 11,NY Red Bulls,1-0,COL
Saturday,March 18,COL,2-2,Minnesota
Sunday,April 9,Sporting KC,3-1,COL
Saturday,April 15,COL,1-2,Real Salt Lake
Sunday,April 23,Minnesota,1-0,COL
Saturday,April 29,Orlando,2-0,COL
Friday,May 5,COL,0-1,Vancouver
Saturday,May 13,COL,3-0,San Jose
Wednesday,May 17,Chicago,3-0,COL
Saturday,May 20,Philadelphia,2-1,COL
Saturday,May 27,COL,1-0,Sporting KC
Saturday,June 3,COL,2-1,Columbus
Saturday,June 17,COL,2-1,Portland
Wednesday,June 21,COL,1-3,LA Galaxy
Saturday,June 24,Atlanta,1-0,COL
Saturday,July 1,COL,3-1,Houston
Tuesday,July 4,Seattle,1-3,COL
Saturday,July 22,Toronto FC,1-1,COL
Saturday,July 29,San Jose,1-0,COL
Saturday,August 5,COL,2-2,Vancouver
Saturday,August 12,FC Dallas,0-0,COL
Saturday,August 19,COL,0-1,D.C. United
Wednesday,August 23,Portland,2-1,COL
Saturday,August 26,Real Salt Lake,4-1,COL
Saturday,September 2,LA Galaxy,3-0,COL
Saturday,September 9,Houston,0-1,COL
Saturday,September 16,COL,1-1,NYCFC
Saturday,September 23,Vancouver,2-1,COL
Wednesday,September 27,FC Dallas,2-0,COL
Saturday,September 30,COL,2-1,Montreal
Saturday,October 7,COL,1-1,FC Dallas
Sunday,October 15,COL,1-0,Real Salt Lake
Sunday,October 22,Seattle,3-0,COL
