day,date,home_team,result,away_team
Saturday,March 4,LA Galaxy,1-2,DAL
Saturday,March 11,Sporting KC,0-0,DAL
Saturday,March 18,DAL,2-1,New England
Saturday,April 8,DAL,2-0,Minnesota
Friday,April 14,San Jose,1-1,DAL
Saturday,April 22,DAL,1-0,Sporting KC
Saturday,April 29,DAL,2-2,Portland
Saturday,May 6,Real Salt Lake,0-3,DAL
Sunday,May 14,DAL,1-1,NYCFC
Saturday,May 20,DAL,0-1,San Jose
Thursday,May 25,Chicago,2-1,DAL
Sunday,May 28,DAL,0-0,Houston
Saturday,June 3,DAL,6-2,Real Salt Lake
Saturday,June 10,Portland,2-0,DAL
Saturday,June 17,Vancouver,1-1,DAL
Friday,June 23,Houston,1-1,DAL
Saturday,July 1,DAL,3-1,Toronto FC
Tuesday,July 4,DAL,4-2,D.C. United
Saturday,July 22,Montreal,1-2,DAL
Saturday,July 29,DAL,0-4,Vancouver
Saturday,August 5,Philadelphia,3-1,DAL
Saturday,August 12,DAL,0-0,Colorado
Saturday,August 19,Sporting KC,2-0,DAL
Wednesday,August 23,DAL,3-3,Houston
Saturday,August 26,Columbus,2-1,DAL
Saturday,September 2,DAL,2-2,NY Red Bulls
Sunday,September 10,Atlanta,3-0,DAL
Saturday,September 16,Seattle,0-0,DAL
Saturday,September 23,Minnesota,4-1,DAL
Wednesday,September 27,DAL,2-0,Colorado
Saturday,September 30,Orlando,0-0,DAL
Saturday,October 7,Colorado,1-1,DAL
Sunday,October 15,Seattle,4-0,DAL
Sunday,October 22,DAL,5-1,LA Galaxy
