day,date,home_team,result,away_team
Thursday,April 3,LA Galaxy,2-0,SJ
Saturday,April 12,SJ,0-1,Chicago
Saturday,April 19,Colorado,0-2,SJ
Sunday,April 27,NY Red Bulls,2-0,SJ
Saturday,May 3,SJ,0-0,FC Dallas
Saturday,May 10,SJ,2-3,Columbus
Saturday,May 17,New England,2-0,SJ
Thursday,May 22,SJ,2-1,Houston
Saturday,May 31,Real Salt Lake,3-1,SJ
Saturday,June 7,Columbus,0-2,SJ
Saturday,June 14,SJ,0-3,LA Galaxy
Wednesday,June 18,Real Salt Lake,0-0,SJ
Sunday,June 22,D.C. United,3-1,SJ
Saturday,June 28,Chicago,0-0,SJ
Saturday,July 5,Chivas USA,1-0,SJ
Saturday,July 12,SJ,1-1,Colorado
Saturday,July 19,Toronto FC,0-0,SJ
Sunday,July 27,SJ,1-1,NY Red Bulls
Sunday,August 3,SJ,3-2,LA Galaxy
Saturday,August 16,SJ,4-0,New England
Saturday,August 23,Chivas USA,0-0,SJ
Saturday,August 30,SJ,2-1,Sporting KC
Saturday,September 6,SJ,2-1,D.C. United
Saturday,September 13,SJ,1-1,Houston
Saturday,September 27,SJ,2-3,Real Salt Lake
Thursday,October 2,FC Dallas,1-1,SJ
Saturday,October 11,SJ,0-1,Chivas USA
Wednesday,October 15,Houston,2-1,SJ
Saturday,October 18,Sporting KC,3-2,SJ
Saturday,October 25,SJ,2-0,Toronto FC
