day,date,home_team,result,away_team
Saturday,March 29,Colorado,4-0,LA
Thursday,April 3,LA,2-0,San Jose
Sunday,April 13,LA,2-3,Toronto FC
Saturday,April 19,LA,2-2,Houston
Saturday,April 26,LA,5-2,Chivas USA
Saturday,May 3,Real Salt Lake,2-2,LA
Saturday,May 10,LA,1-2,NY Red Bulls
Sunday,May 18,FC Dallas,1-5,LA
Saturday,May 24,LA,3-1,Sporting KC
Saturday,May 31,Toronto FC,2-0,LA
Saturday,June 7,LA,3-2,Colorado
Saturday,June 14,San Jose,0-3,LA
Saturday,June 21,LA,3-3,Columbus
Sunday,June 29,D.C. United,4-1,LA
Friday,July 4,LA,1-2,New England
Thursday,July 10,LA,1-1,Chivas USA
Saturday,July 19,NY Red Bulls,2-2,LA
Sunday,July 27,FC Dallas,4-0,LA
Sunday,August 3,San Jose,3-2,LA
Thursday,August 14,Chivas USA,2-2,LA
Thursday,August 21,LA,0-1,Chicago
Saturday,August 30,New England,2-2,LA
Saturday,September 6,LA,2-2,Real Salt Lake
Saturday,September 13,Sporting KC,2-0,LA
Saturday,September 20,LA,5-2,D.C. United
Thursday,September 25,Chicago,3-1,LA
Saturday,October 4,Columbus,1-1,LA
Sunday,October 12,LA,3-2,Colorado
Saturday,October 18,Houston,3-0,LA
Sunday,October 26,LA,2-2,FC Dallas
