day,date,home_team,result,away_team
Saturday,March 29,Columbus,2-0,TOR
Saturday,April 5,D.C. United,4-1,TOR
Sunday,April 13,LA Galaxy,2-3,TOR
Saturday,April 19,TOR,1-0,Real Salt Lake
Saturday,April 26,TOR,2-0,Sporting KC
Thursday,May 1,TOR,1-1,NY Red Bulls
Saturday,May 17,TOR,0-0,Columbus
Wednesday,May 21,TOR,1-0,D.C. United
Saturday,May 24,D.C. United,3-2,TOR
Saturday,May 31,TOR,2-0,LA Galaxy
Sunday,June 8,Houston,3-1,TOR
Saturday,June 14,TOR,3-1,Colorado
Saturday,June 21,TOR,0-0,Sporting KC
Saturday,June 28,New England,2-1,TOR
Saturday,July 12,Chicago,2-1,TOR
Saturday,July 19,TOR,0-0,San Jose
Monday,July 28,Real Salt Lake,2-1,TOR
Sunday,August 3,TOR,0-2,FC Dallas
Saturday,August 9,Colorado,0-1,TOR
Sunday,August 17,NY Red Bulls,2-0,TOR
Saturday,August 23,TOR,1-1,New England
Saturday,August 30,Chivas USA,2-1,TOR
Saturday,September 6,TOR,1-3,Chivas USA
Saturday,September 13,TOR,1-1,Columbus
Saturday,September 20,Sporting KC,2-0,TOR
Saturday,September 27,TOR,1-1,Houston
Saturday,October 4,NY Red Bulls,1-3,TOR
Saturday,October 11,FC Dallas,2-2,TOR
Saturday,October 18,TOR,3-2,Chicago
Saturday,October 25,San Jose,2-0,TOR
