day,date,home_team,result,away_team
Sunday,March 30,DAL,1-1,Chivas USA
Sunday,April 6,Houston,3-3,DAL
Saturday,April 12,DAL,2-0,NY Red Bulls
Sunday,April 20,Chivas USA,0-2,DAL
Thursday,April 24,DAL,0-1,New England
Saturday,May 3,San Jose,0-0,DAL
Saturday,May 10,Real Salt Lake,2-1,DAL
Sunday,May 18,DAL,1-5,LA Galaxy
Saturday,May 24,DAL,2-1,Real Salt Lake
Wednesday,May 28,DAL,2-2,Houston
Sunday,June 1,Colorado,2-1,DAL
Friday,June 6,New England,2-1,DAL
Sunday,June 15,DAL,1-0,Chicago
Saturday,June 21,NY Red Bulls,1-0,DAL
Thursday,June 26,Houston,1-1,DAL
Friday,July 4,DAL,1-1,Sporting KC
Saturday,July 19,DAL,2-2,Colorado
Sunday,July 27,DAL,4-0,LA Galaxy
Sunday,August 3,Toronto FC,0-2,DAL
Saturday,August 16,Columbus,2-1,DAL
Saturday,August 23,Sporting KC,1-1,DAL
Saturday,August 30,DAL,1-2,Columbus
Thursday,September 4,DAL,0-1,Colorado
Saturday,September 13,D.C. United,2-2,DAL
Sunday,September 21,Chicago,1-4,DAL
Sunday,September 28,DAL,3-0,D.C. United
Thursday,October 2,DAL,1-1,San Jose
Saturday,October 11,DAL,2-2,Toronto FC
Saturday,October 18,Real Salt Lake,3-1,DAL
Sunday,October 26,LA Galaxy,2-2,DAL
