day,date,home_team,result,away_team
Saturday,March 29,COL,4-0,LA Galaxy
Saturday,April 5,Sporting KC,3-2,COL
Saturday,April 12,New England,0-1,COL
Saturday,April 19,COL,0-2,San Jose
Saturday,April 26,Chicago,2-1,COL
Sunday,May 4,COL,2-0,D.C. United
Saturday,May 10,Houston,2-1,COL
Thursday,May 15,COL,2-0,Real Salt Lake
Saturday,May 24,COL,1-2,Chivas USA
Sunday,June 1,COL,2-1,FC Dallas
Saturday,June 7,LA Galaxy,3-2,COL
Saturday,June 14,Toronto FC,3-1,COL
Saturday,June 21,COL,0-0,Houston
Saturday,June 28,Columbus,2-1,COL
Friday,July 4,COL,4-0,NY Red Bulls
Saturday,July 12,San Jose,1-1,COL
Saturday,July 19,FC Dallas,2-2,COL
Sunday,July 27,COL,0-2,Columbus
Saturday,August 9,COL,0-1,Toronto FC
Saturday,August 16,COL,2-1,Sporting KC
Saturday,August 23,D.C. United,3-0,COL
Friday,August 29,Real Salt Lake,2-0,COL
Thursday,September 4,FC Dallas,0-1,COL
Sunday,September 14,COL,2-0,Chicago
Saturday,September 20,COL,1-1,New England
Saturday,September 27,NY Red Bulls,4-5,COL
Saturday,October 4,COL,1-3,Houston
Sunday,October 12,LA Galaxy,3-2,COL
Sunday,October 19,Chivas USA,1-2,COL
Saturday,October 25,COL,1-1,Real Salt Lake
