day,date,home_team,result,away_team
Saturday,March 23,DAL,0-2,San Jose
Saturday,April 6,DAL,2-1,D.C. United
Saturday,April 13,LA Galaxy,1-1,DAL
Saturday,April 20,DAL,1-1,LA Galaxy
Saturday,April 27,DAL,1-1,Sporting KC
Saturday,May 4,NY Red Bulls,1-2,DAL
Saturday,May 11,New England,2-0,DAL
Saturday,May 18,DAL,3-1,Colorado
Saturday,May 25,Columbus,1-1,DAL
Saturday,June 1,Sporting KC,2-2,DAL
Saturday,June 8,DAL,4-1,Colorado
Saturday,June 15,Chicago,1-3,DAL
Saturday,June 22,LA Galaxy,3-0,DAL
Saturday,June 29,DAL,1-0,Columbus
Thursday,July 4,DAL,2-0,NY Red Bulls
Saturday,July 6,Sporting KC,1-1,DAL
Saturday,July 13,DAL,2-1,San Jose
Saturday,July 20,San Jose,4-0,DAL
Saturday,July 27,Colorado,2-2,DAL
Wednesday,July 31,DAL,0-1,Sporting KC
Saturday,August 10,DAL,3-1,Chicago
Saturday,August 17,NY Red Bulls,1-3,DAL
Wednesday,August 21,San Jose,3-1,DAL
Saturday,August 24,DAL,1-0,LA Galaxy
Sunday,September 1,Colorado,3-2,DAL
Thursday,September 5,DAL,1-3,NY Red Bulls
Saturday,September 14,DAL,1-2,New England
Thursday,September 19,D.C. United,3-4,DAL
