day,date,home_team,result,away_team
Saturday,March 23,NY Red Bulls,3-1,NE
Saturday,April 6,San Jose,2-1,NE
Saturday,April 20,Columbus,0-2,NE
Saturday,April 27,Chicago,2-2,NE
Saturday,May 11,NE,2-0,FC Dallas
Sunday,May 19,NE,1-3,Chicago
Wednesday,May 22,Colorado,5-2,NE
Saturday,May 25,NE,3-2,LA Galaxy
Saturday,June 1,NE,0-2,San Jose
Saturday,June 8,D.C. United,3-2,NE
Wednesday,June 12,NE,1-2,Columbus
Saturday,June 15,Colorado,1-2,NE
Saturday,June 22,Sporting KC,3-2,NE
Saturday,June 29,NE,0-2,NY Red Bulls
Thursday,July 4,NE,4-1,Columbus
Saturday,July 6,NE,2-0,D.C. United
Saturday,July 13,NE,2-4,Sporting KC
Saturday,July 20,NY Red Bulls,4-3,NE
Wednesday,July 24,NE,2-3,Colorado
Saturday,July 27,D.C. United,0-1,NE
Saturday,August 10,LA Galaxy,2-1,NE
Sunday,August 18,NE,0-2,Chicago
Saturday,August 24,Chicago,1-2,NE
Wednesday,August 28,NE,3-1,Colorado
Saturday,August 31,Columbus,0-0,NE
Saturday,September 7,NE,3-0,D.C. United
Saturday,September 14,FC Dallas,1-2,NE
Saturday,September 21,NE,3-0,NY Red Bulls
