day,date,home_team,result,away_team
Saturday,March 23,LA,2-1,D.C. United
Saturday,April 6,LA,2-1,Chicago
Saturday,April 13,LA,1-1,FC Dallas
Saturday,April 20,FC Dallas,1-1,LA
Saturday,April 27,LA,0-1,Colorado
Saturday,May 4,Sporting KC,1-2,LA
Saturday,May 11,Chicago,0-1,LA
Saturday,May 18,Sporting KC,2-1,LA
Saturday,May 25,New England,3-2,LA
Saturday,June 1,Colorado,3-2,LA
Saturday,June 8,LA,1-0,Chicago
Saturday,June 15,NY Red Bulls,5-0,LA
Saturday,June 22,LA,3-0,FC Dallas
Saturday,June 29,D.C. United,1-0,LA
Thursday,July 4,LA,2-1,San Jose
Sunday,July 7,San Jose,1-0,LA
Saturday,July 13,Colorado,1-3,LA
Saturday,July 20,LA,2-2,Sporting KC
Saturday,July 27,LA,2-1,Columbus
Saturday,August 10,LA,2-1,New England
Wednesday,August 14,Columbus,3-2,LA
Saturday,August 17,LA,4-0,Colorado
Wednesday,August 21,LA,2-1,Sporting KC
Saturday,August 24,FC Dallas,1-0,LA
Saturday,August 31,LA,3-0,NY Red Bulls
Saturday,September 7,Chicago,1-2,LA
Saturday,September 14,LA,1-0,San Jose
Saturday,September 21,San Jose,0-1,LA
