Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
F2,08/08/98,Gueugnon,Caen,2,1,H,1,1,D,,,,,,,,,,,
F2,08/08/98,Laval,Ajaccio,2,1,H,2,1,H,,,,,,,,,,,
F2,08/08/98,Le Mans,Beauvais,1,1,D,0,0,D,,,,,,,,,,,
F2,08/08/98,Lille,Guingamp,1,2,A,0,1,A,,,,,,,,,,,
F2,08/08/98,Nice,Chateauroux,1,1,D,1,0,H,,,,,,,,,,,
F2,08/08/98,Nimes,Niort,1,1,D,0,0,D,,,,,,,,,,,
F2,08/08/98,Red Star 93,Wasquehal,0,0,D,0,0,D,,,,,,,,,,,
F2,08/08/98,St Etienne,Sedan,1,1,D,0,0,D,,,,,,,,,,,
F2,08/08/98,Troyes,Cannes,2,1,H,0,0,D,,,,,,,,,,,
F2,08/08/98,Valence,Amiens,1,1,D,0,0,D,,,,,,,,,,,
F2,15/08/98,Amiens,Ajaccio,0,2,A,0,1,A,,,,,,,,,,,
F2,15/08/98,Beauvais,Troyes,0,3,A,0,2,A,,,,,,,,,,,
F2,15/08/98,Caen,St Etienne,1,1,D,0,1,A,,,,,,,,,,,
F2,15/08/98,Cannes,Red Star 93,1,1,D,1,1,D,,,,,,,,,,,
F2,15/08/98,Chateauroux,Valence,5,0,H,3,0,H,,,,,,,,,,,
F2,15/08/98,Guingamp,Laval,1,3,A,0,2,A
F2,15/08/98,Le Mans,Nimes,4,0,H,3,0,H
F2,15/08/98,Niort,Lille,0,0,D,0,0,D
F2,15/08/98,Sedan,Nice,4,0,H,1,0,H
F2,15/08/98,Wasquehal,Gueugnon,1,0,H,1,0,H
F2,22/08/98,Ajaccio,Chateauroux,1,0,H,1,0,H
F2,22/08/98,Gueugnon,Cannes,1,0,H,0,0,D
F2,22/08/98,Laval,Amiens,1,0,H,0,0,D
F2,22/08/98,Lille,Caen,0,0,D,0,0,D
F2,22/08/98,Nice,Wasquehal,0,2,A,0,0,D
F2,22/08/98,Nimes,Beauvais,4,0,H,1,0,H
F2,22/08/98,Red Star 93,Niort,2,0,H,1,0,H
F2,22/08/98,St Etienne,Guingamp,0,0,D,0,0,D
F2,22/08/98,Troyes,Le Mans,2,1,H,0,0,D
F2,22/08/98,Valence,Sedan,1,1,D,1,1,D
F2,29/08/98,Beauvais,Gueugnon,1,1,D,1,0,H
F2,29/08/98,Caen,Nice,2,0,H,1,0,H
F2,29/08/98,Cannes,Nimes,1,0,H,1,0,H
F2,29/08/98,Chateauroux,Amiens,0,0,D,0,0,D
F2,29/08/98,Guingamp,Valence,0,2,A,0,0,D
F2,29/08/98,Le Mans,Red Star 93,1,2,A,0,0,D
F2,29/08/98,Niort,Laval,0,0,D,0,0,D
F2,29/08/98,Sedan,Ajaccio,3,0,H,2,0,H
F2,29/08/98,Troyes,St Etienne,1,1,D,0,0,D
F2,29/08/98,Wasquehal,Lille,0,1,A,0,1,A
F2,04/09/98,Ajaccio,Wasquehal,1,1,D,0,1,A
F2,04/09/98,Amiens,Sedan,3,1,H,2,0,H
F2,04/09/98,Gueugnon,Le Mans,1,1,D,0,1,A
F2,04/09/98,Laval,Chateauroux,1,2,A,1,1,D
F2,04/09/98,Lille,Cannes,0,2,A,0,1,A
F2,04/09/98,Nice,Guingamp,0,0,D,0,0,D
F2,04/09/98,Nimes,Troyes,2,2,D,1,1,D
F2,04/09/98,Red Star 93,Beauvais,4,3,H,3,1,H
F2,04/09/98,St Etienne,Niort,2,0,H,1,0,H
F2,04/09/98,Valence,Caen,0,1,A,0,1,A
F2,10/09/98,Wasquehal,Valence,1,0,H,1,0,H
F2,12/09/98,Beauvais,Lille,1,0,H,0,0,D
F2,12/09/98,Caen,Ajaccio,1,1,D,0,0,D
F2,12/09/98,Cannes,St Etienne,0,0,D,0,0,D
F2,12/09/98,Guingamp,Amiens,2,2,D,1,1,D
F2,12/09/98,Le Mans,Nice,1,0,H,1,0,H
F2,12/09/98,Nimes,Laval,0,1,A,0,1,A
F2,12/09/98,Niort,Gueugnon,3,1,H,2,1,H
F2,12/09/98,Sedan,Chateauroux,1,1,D,0,0,D
F2,12/09/98,Troyes,Red Star 93,3,1,H,1,0,H
F2,19/09/98,Ajaccio,Guingamp,1,3,A,1,1,D
F2,19/09/98,Amiens,Caen,3,1,H,1,1,D
F2,19/09/98,Chateauroux,Wasquehal,0,0,D,0,0,D
F2,19/09/98,Gueugnon,Troyes,1,0,H,1,0,H
F2,19/09/98,Laval,Sedan,0,0,D,0,0,D
F2,19/09/98,Lille,Le Mans,3,3,D,0,1,A
F2,19/09/98,Nice,Cannes,0,3,A,0,2,A
F2,19/09/98,Red Star 93,Nimes,1,2,A,0,1,A
F2,19/09/98,St Etienne,Beauvais,2,1,H,1,0,H
F2,19/09/98,Valence,Niort,2,0,H,1,0,H
F2,23/09/98,Beauvais,Nice,0,3,A,0,2,A
F2,23/09/98,Caen,Chateauroux,1,0,H,1,0,H
F2,23/09/98,Cannes,Amiens,1,0,H,0,0,D
F2,23/09/98,Guingamp,Sedan,2,1,H,1,1,D
