Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
N1,18/08/95,For Sittard,PSV Eindhoven,1,3,A,,,,,,,,,,,,,,,,,,,,,
N1,19/08/95,Go Ahead Eagles,Groningen,2,2,D,,,,,,,,,,,,,,,,,,,,,
N1,19/08/95,Roda JC,Heerenveen,2,2,D,,,,,,,,,,,,,,,,,,,,,
N1,19/08/95,Willem II,Sparta,6,0,H,,,,,,,,,,,,,,,,,,,,,
N1,20/08/95,Ajax,Utrecht,4,0,H,,,,,,,,,,,,,,,,,,,,,
N1,20/08/95,Feyenoord,Vitesse,5,2,H,,,,,,,,,,,,,,,,,,,,,
N1,20/08/95,Graafschap,Nijmegen,2,3,A,,,,,,,,,,,,,,,,,,,,,
N1,20/08/95,Volendam,Twente,1,3,A,,,,,,,,,,,,,,,,,,,,,
N1,20/08/95,Waalwijk,NAC Breda,2,2,D,,,,,,,,,,,,,,,,,,,,,
N1,23/08/95,Groningen,For Sittard,2,0,H,,,,,,,,,,,,,,,,,,,,,
N1,25/08/95,Nijmegen,Ajax,0,6,A,,,,,,,,,,,,,,,,,,,,,
N1,26/08/95,Go Ahead Eagles,Willem II,0,2,A,,,,,,,,,,,,,,,,,,,,,
N1,26/08/95,Heerenveen,Waalwijk,2,1,H,,,,,,,,,,,,,,,,,,,,,
N1,27/08/95,NAC Breda,PSV Eindhoven,3,0,H,,,,,,,,,,,,,,,,,,,,,
N1,27/08/95,Sparta,Graafschap,4,1,H,,,,,,,,,,,,,,,,,,,,,
N1,27/08/95,Twente,Feyenoord,2,2,D
N1,27/08/95,Utrecht,Volendam,2,2,D
N1,27/08/95,Vitesse,Roda JC,0,0,D
N1,29/08/95,Heerenveen,Groningen,1,0,H
N1,08/09/95,Waalwijk,Vitesse,0,2,A
N1,09/09/95,Nijmegen,Utrecht,2,0,H
N1,09/09/95,PSV Eindhoven,Heerenveen,5,1,H
N1,09/09/95,Roda JC,Twente,0,0,D
N1,09/09/95,Willem II,For Sittard,4,0,H
N1,10/09/95,Ajax,Sparta,4,0,H
N1,10/09/95,Feyenoord,Volendam,5,1,H
N1,10/09/95,Graafschap,Go Ahead Eagles,3,2,H
N1,12/09/95,Groningen,NAC Breda,3,1,H
N1,15/09/95,Sparta,Nijmegen,3,1,H
N1,16/09/95,For Sittard,Graafschap,1,0,H
N1,16/09/95,NAC Breda,Willem II,0,1,A
N1,16/09/95,Vitesse,PSV Eindhoven,0,1,A
N1,17/09/95,Go Ahead Eagles,Ajax,0,4,A
N1,17/09/95,Twente,Waalwijk,0,1,A
N1,17/09/95,Utrecht,Feyenoord,1,0,H
N1,17/09/95,Volendam,Roda JC,1,0,H
N1,19/09/95,Graafschap,NAC Breda,1,1,D
N1,20/09/95,Ajax,For Sittard,4,0,H
N1,20/09/95,Groningen,Vitesse,2,0,H
N1,20/09/95,Nijmegen,Go Ahead Eagles,0,2,A
N1,20/09/95,PSV Eindhoven,Twente,3,0,H
N1,20/09/95,Roda JC,Feyenoord,1,1,D
N1,20/09/95,Sparta,Utrecht,0,0,D
N1,20/09/95,Waalwijk,Volendam,2,0,H
N1,20/09/95,Willem II,Heerenveen,1,1,D
N1,23/09/95,For Sittard,Nijmegen,1,1,D
N1,23/09/95,Go Ahead Eagles,Sparta,1,3,A
N1,23/09/95,Heerenveen,Graafschap,2,2,D
N1,23/09/95,Utrecht,Roda JC,0,1,A
N1,23/09/95,Volendam,PSV Eindhoven,0,5,A
N1,24/09/95,Feyenoord,Waalwijk,4,2,H
N1,24/09/95,NAC Breda,Ajax,0,1,A
N1,24/09/95,Twente,Groningen,2,2,D
N1,24/09/95,Vitesse,Willem II,2,2,D
N1,29/09/95,Willem II,Twente,5,2,H
N1,30/09/95,Go Ahead Eagles,Utrecht,2,3,A
N1,30/09/95,Nijmegen,NAC Breda,1,3,A
N1,01/10/95,Graafschap,Vitesse,2,3,A
N1,01/10/95,Groningen,Volendam,2,1,H
N1,01/10/95,Heerenveen,Ajax,0,4,A
N1,01/10/95,PSV Eindhoven,Feyenoord,3,0,H
N1,01/10/95,Sparta,For Sittard,0,1,A
N1,01/10/95,Waalwijk,Roda JC,2,0,H
N1,04/10/95,Ajax,Vitesse,3,0,H
N1,04/10/95,For Sittard,Go Ahead Eagles,2,2,D
N1,04/10/95,Graafschap,Twente,0,3,A
N1,04/10/95,NAC Breda,Sparta,0,0,D
N1,04/10/95,Nijmegen,Heerenveen,1,3,A
N1,04/10/95,Roda JC,PSV Eindhoven,1,1,D
N1,04/10/95,Volendam,Willem II,0,0,D
N1,04/10/95,Waalwijk,Utrecht,1,0,H
N1,05/10/95,Feyenoord,Groningen,4,1,H
N1,14/10/95,Go Ahead Eagles,NAC Breda,1,1,D
N1,14/10/95,Groningen,Roda JC,0,1,A
N1,14/10/95,Heerenveen,Sparta,4,0,H
N1,14/10/95,PSV Eindhoven,Waalwijk,4,0,H
N1,14/10/95,Utrecht,For Sittard,2,3,A
N1,15/10/95,Twente,Ajax,0,3,A
N1,15/10/95,Vitesse,Nijmegen,2,2,D
N1,15/10/95,Volendam,Graafschap,1,1,D
N1,15/10/95,Willem II,Feyenoord,2,2,D
N1,17/10/95,NAC Breda,Utrecht,3,0,H
N1,20/10/95,Sparta,Twente,4,2,H
N1,21/10/95,For Sittard,Heerenveen,1,2,A
N1,21/10/95,Go Ahead Eagles,Vitesse,1,3,A
N1,21/10/95,Graafschap,Roda JC,0,2,A
N1,21/10/95,Nijmegen,Volendam,2,1,H
N1,21/10/95,PSV Eindhoven,Groningen,7,1,H
N1,21/10/95,Willem II,Waalwijk,1,2,A
