Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
N1,12/08/99,Sparta,Willem II,0,2,A,0,2,A,,,,,,,,,,,
N1,13/08/99,Den Bosch,Feyenoord,0,4,A,0,2,A,,,,,,,,,,,
N1,14/08/99,Cambuur,Vitesse,1,1,D,1,1,D,,,,,,,,,,,
N1,14/08/99,For Sittard,AZ Alkmaar,1,2,A,0,1,A,,,,,,,,,,,
N1,14/08/99,Graafschap,Roda JC,0,0,D,0,0,D,,,,,,,,,,,
N1,14/08/99,PSV Eindhoven,MVV Maastricht,4,1,H,2,1,H,,,,,,,,,,,
N1,15/08/99,Ajax,Heerenveen,3,2,H,0,1,A,,,,,,,,,,,
N1,15/08/99,Utrecht,Nijmegen,1,0,H,1,0,H,,,,,,,,,,,
N1,15/08/99,Waalwijk,Twente,1,1,D,0,1,A,,,,,,,,,,,
N1,20/08/99,MVV Maastricht,Ajax,2,6,A,1,2,A,,,,,,,,,,,
N1,21/08/99,Den Bosch,Graafschap,1,1,D,1,0,H,,,,,,,,,,,
N1,21/08/99,Heerenveen,Sparta,3,1,H,1,0,H,,,,,,,,,,,
N1,21/08/99,Roda JC,Waalwijk,1,2,A,1,1,D,,,,,,,,,,,
N1,21/08/99,Twente,Nijmegen,4,2,H,1,2,A,,,,,,,,,,,
N1,21/08/99,Willem II,For Sittard,2,2,D,0,1,A,,,,,,,,,,,
N1,22/08/99,Feyenoord,Cambuur,4,0,H,1,0,H
N1,22/08/99,Vitesse,PSV Eindhoven,1,6,A,1,3,A
N1,27/08/99,Cambuur,Ajax,0,3,A,0,1,A
N1,28/08/99,PSV Eindhoven,For Sittard,2,1,H,1,1,D
N1,28/08/99,Roda JC,Nijmegen,4,3,H,2,0,H
N1,28/08/99,Vitesse,MVV Maastricht,6,2,H,4,0,H
N1,28/08/99,Willem II,Den Bosch,2,1,H,1,0,H
N1,29/08/99,Feyenoord,Heerenveen,3,1,H,1,0,H
N1,29/08/99,Utrecht,Twente,1,0,H,1,0,H
N1,29/08/99,Waalwijk,AZ Alkmaar,1,2,A,1,1,D
N1,10/09/99,Ajax,Feyenoord,2,2,D,1,0,H
N1,10/09/99,AZ Alkmaar,Roda JC,1,2,A,0,2,A
N1,11/09/99,For Sittard,Waalwijk,0,2,A,0,1,A
N1,11/09/99,Heerenveen,Willem II,2,4,A,1,0,H
N1,11/09/99,MVV Maastricht,Cambuur,1,1,D,0,1,A
N1,11/09/99,Twente,Vitesse,0,0,D,0,0,D
N1,12/09/99,Graafschap,PSV Eindhoven,1,2,A,1,1,D
N1,12/09/99,Sparta,Utrecht,3,0,H,2,0,H
N1,15/09/99,AZ Alkmaar,Utrecht,0,1,A,0,1,A
N1,15/09/99,Sparta,Graafschap,2,1,H,0,0,D
N1,17/09/99,Cambuur,Twente,1,3,A,1,0,H
