day,date,home_team,result,away_team
Saturday,March 10,DC,0-1,Sporting KC
Sunday,March 18,LA Galaxy,3-1,DC
Saturday,March 24,Vancouver,0-0,DC
Friday,March 30,DC,4-1,FC Dallas
Saturday,April 7,Seattle,0-0,DC
Saturday,April 14,New England,1-2,DC
Wednesday,April 18,DC,1-1,Montreal
Sunday,April 22,DC,4-1,NY Red Bulls
Saturday,April 28,DC,3-2,Houston
Wednesday,May 2,San Jose,5-3,DC
Saturday,May 5,Toronto FC,0-2,DC
Saturday,May 12,Houston,1-0,DC
Wednesday,May 16,DC,2-0,Colorado
Saturday,May 19,DC,3-1,Toronto FC
Saturday,May 26,DC,3-2,New England
Saturday,June 16,Philadelphia,0-1,DC
Sunday,June 24,NY Red Bulls,3-2,DC
Saturday,June 30,DC,3-0,Montreal
Sunday,July 15,Houston,4-0,DC
Saturday,July 21,Columbus,1-0,DC
Saturday,August 4,DC,1-0,Columbus
Saturday,August 11,Sporting KC,2-1,DC
Sunday,August 19,DC,1-1,Philadelphia
Wednesday,August 22,DC,4-2,Chicago
Saturday,August 25,Montreal,3-0,DC
Wednesday,August 29,DC,2-2,NY Red Bulls
Saturday,September 1,Real Salt Lake,1-0,DC
Saturday,September 15,DC,2-1,New England
Thursday,September 20,Philadelphia,0-1,DC
Sunday,September 23,DC,1-0,Chivas USA
Saturday,September 29,Portland,1-1,DC
Saturday,October 6,Toronto FC,0-1,DC
Saturday,October 20,DC,3-2,Columbus
Saturday,October 27,Chicago,1-1,DC
