day,date,home_team,result,away_team
Saturday,March 17,Montreal,1-1,CHI
Saturday,March 24,CHI,1-0,Philadelphia
Sunday,April 1,Colorado,2-0,CHI
Sunday,April 15,CHI,1-1,Houston
Saturday,April 21,Toronto FC,2-3,CHI
Saturday,April 28,Seattle,1-2,CHI
Friday,May 4,Chivas USA,1-2,CHI
Wednesday,May 9,CHI,0-0,Real Salt Lake
Saturday,May 12,CHI,2-1,Sporting KC
Sunday,May 20,Portland,2-1,CHI
Wednesday,May 23,CHI,2-1,FC Dallas
Saturday,May 26,Columbus,2-1,CHI
Saturday,June 2,New England,2-0,CHI
Sunday,June 17,CHI,3-1,NY Red Bulls
Saturday,June 23,CHI,2-1,Columbus
Friday,June 29,Sporting KC,0-1,CHI
Tuesday,July 3,Houston,0-0,CHI
Sunday,July 8,CHI,0-2,LA Galaxy
Saturday,July 14,CHI,1-0,Vancouver
Wednesday,July 18,NY Red Bulls,1-0,CHI
Saturday,July 28,San Jose,1-1,CHI
Saturday,August 4,CHI,2-1,Toronto FC
Sunday,August 12,Philadelphia,1-3,CHI
Saturday,August 18,CHI,2-1,New England
Wednesday,August 22,D.C. United,4-2,CHI
Sunday,September 2,CHI,3-1,Houston
Wednesday,September 12,Toronto FC,1-2,CHI
Saturday,September 15,CHI,3-1,Montreal
Saturday,September 22,CHI,2-1,Columbus
Friday,September 28,Sporting KC,2-0,CHI
Wednesday,October 3,CHI,1-3,Philadelphia
Saturday,October 6,NY Red Bulls,0-2,CHI
Saturday,October 20,New England,1-0,CHI
Saturday,October 27,CHI,1-1,D.C. United
