day,date,home_team,result,away_team
Saturday,March 10,VAN,2-0,Montreal
Saturday,March 17,Chivas USA,0-1,VAN
Saturday,March 24,VAN,0-0,D.C. United
Saturday,March 31,Philadelphia,0-0,VAN
Saturday,April 7,San Jose,3-1,VAN
Wednesday,April 18,VAN,1-3,Sporting KC
Saturday,April 21,VAN,1-0,FC Dallas
Saturday,April 28,Columbus,0-1,VAN
Saturday,May 5,VAN,2-1,San Jose
Saturday,May 12,New England,4-1,VAN
Saturday,May 19,Seattle,2-2,VAN
Saturday,May 26,Portland,1-1,VAN
Sunday,June 10,VAN,3-1,Houston
Saturday,June 16,VAN,1-0,Colorado
Wednesday,June 20,VAN,1-1,NY Red Bulls
Saturday,June 23,LA Galaxy,3-0,VAN
Wednesday,July 4,Colorado,0-1,VAN
Saturday,July 7,Chivas USA,0-0,VAN
Wednesday,July 11,Toronto FC,3-2,VAN
Saturday,July 14,Chicago,1-0,VAN
Wednesday,July 18,VAN,2-2,LA Galaxy
Sunday,July 22,VAN,2-1,San Jose
Friday,July 27,Real Salt Lake,2-1,VAN
Saturday,August 11,VAN,2-1,Real Salt Lake
Wednesday,August 15,VAN,0-2,FC Dallas
Saturday,August 18,Seattle,2-0,VAN
Saturday,August 25,Portland,2-1,VAN
Saturday,September 1,LA Galaxy,2-0,VAN
Saturday,September 15,FC Dallas,1-0,VAN
Sunday,September 23,VAN,2-2,Colorado
Saturday,September 29,Seattle,0-0,VAN
Wednesday,October 3,VAN,4-0,Chivas USA
Sunday,October 21,VAN,0-1,Portland
Saturday,October 27,Real Salt Lake,0-0,VAN
