day,date,home_team,result,away_team
Saturday,March 10,San Jose,1-0,NE
Saturday,March 17,Sporting KC,3-0,NE
Saturday,March 24,NE,1-0,Portland
Saturday,March 31,LA Galaxy,1-3,NE
Thursday,April 5,FC Dallas,1-0,NE
Saturday,April 14,NE,1-2,D.C. United
Saturday,April 28,NY Red Bulls,1-0,NE
Wednesday,May 2,NE,2-1,Colorado
Saturday,May 5,Real Salt Lake,2-1,NE
Saturday,May 12,NE,4-1,Vancouver
Saturday,May 19,NE,2-2,Houston
Saturday,May 26,D.C. United,3-2,NE
Saturday,June 2,NE,2-0,Chicago
Saturday,June 16,NE,0-0,Columbus
Saturday,June 23,Toronto FC,2-2,NE
Saturday,June 30,Seattle,2-2,NE
Sunday,July 8,NE,2-0,NY Red Bulls
Saturday,July 14,NE,0-1,Toronto FC
Wednesday,July 18,Montreal,2-1,NE
Saturday,July 21,Sporting KC,0-0,NE
Sunday,July 29,Philadelphia,2-1,NE
Saturday,August 4,NE,0-1,Sporting KC
Sunday,August 12,NE,0-1,Montreal
Saturday,August 18,Chicago,2-1,NE
Saturday,August 25,Columbus,4-3,NE
Wednesday,August 29,NE,3-3,Chivas USA
Saturday,September 1,NE,0-0,Philadelphia
Wednesday,September 5,NE,2-0,Columbus
Saturday,September 15,D.C. United,2-1,NE
Saturday,September 22,NE,1-1,NY Red Bulls
Saturday,September 29,Houston,2-0,NE
Saturday,October 6,Philadelphia,1-0,NE
Saturday,October 20,NE,1-0,Chicago
Saturday,October 27,Montreal,0-1,NE
