day,date,home_team,result,away_team
Saturday,March 10,LA,1-3,Real Salt Lake
Sunday,March 18,LA,3-1,D.C. United
Saturday,March 31,LA,1-3,New England
Saturday,April 7,Sporting KC,1-0,LA
Saturday,April 14,LA,3-1,Portland
Saturday,April 21,Colorado,1-2,LA
Saturday,April 28,LA,1-1,FC Dallas
Wednesday,May 2,Seattle,2-0,LA
Saturday,May 5,LA,0-1,NY Red Bulls
Saturday,May 12,Montreal,1-1,LA
Saturday,May 19,Chivas USA,1-0,LA
Wednesday,May 23,LA,2-3,San Jose
Saturday,May 26,Houston,2-1,LA
Sunday,June 17,LA,1-0,Portland
Wednesday,June 20,Real Salt Lake,2-3,LA
Saturday,June 23,LA,3-0,Vancouver
Saturday,June 30,San Jose,4-3,LA
Wednesday,July 4,LA,1-2,Philadelphia
Sunday,July 8,Chicago,0-2,LA
Saturday,July 14,Portland,3-5,LA
Wednesday,July 18,Vancouver,2-2,LA
Saturday,July 21,LA,3-1,Chivas USA
Saturday,July 28,FC Dallas,0-1,LA
Sunday,August 5,Seattle,4-0,LA
Sunday,August 12,Chivas USA,0-4,LA
Wednesday,August 15,Columbus,1-1,LA
Sunday,August 26,LA,2-0,FC Dallas
Saturday,September 1,LA,2-0,Vancouver
Friday,September 14,LA,2-0,Colorado
Saturday,September 22,LA,4-2,Toronto FC
Sunday,September 30,Colorado,1-1,LA
Saturday,October 6,LA,1-2,Real Salt Lake
Sunday,October 21,San Jose,2-2,LA
Sunday,October 28,Seattle,1-0,LA
