day,date,home_team,result,away_team
Saturday,March 2,HOU,2-0,D.C. United
Sunday,March 17,FC Dallas,3-2,HOU
Saturday,March 23,HOU,2-1,Vancouver
Saturday,March 30,HOU,2-0,San Jose
Saturday,April 6,Portland,2-0,HOU
Sunday,April 14,HOU,2-1,Chicago
Saturday,April 20,Toronto FC,1-1,HOU
Sunday,April 28,HOU,1-1,Colorado
Sunday,May 5,LA Galaxy,0-1,HOU
Wednesday,May 8,D.C. United,0-4,HOU
Sunday,May 12,HOU,0-1,Sporting KC
Saturday,May 18,HOU,0-2,New England
Sunday,May 26,Sporting KC,1-1,HOU
Saturday,June 1,Columbus,1-1,HOU
Wednesday,June 19,Montreal,2-0,HOU
Saturday,June 22,HOU,0-0,Toronto FC
Sunday,June 30,NY Red Bulls,2-0,HOU
Saturday,July 6,HOU,1-0,Philadelphia
Saturday,July 13,New England,1-2,HOU
Saturday,July 27,HOU,1-1,Chicago
Saturday,August 3,HOU,3-1,Columbus
Saturday,August 10,Real Salt Lake,1-0,HOU
Saturday,August 17,Seattle,3-1,HOU
Saturday,August 24,Montreal,5-0,HOU
Sunday,September 1,Chicago,1-1,HOU
Wednesday,September 4,Columbus,2-0,HOU
Sunday,September 8,HOU,1-4,NY Red Bulls
Saturday,September 14,Philadelphia,0-1,HOU
Saturday,September 21,HOU,5-1,Chivas USA
Saturday,September 28,New England,1-1,HOU
Friday,October 4,HOU,1-0,Montreal
Wednesday,October 9,HOU,0-0,Sporting KC
Sunday,October 20,HOU,0-3,NY Red Bulls
Sunday,October 27,D.C. United,1-2,HOU
