day,date,home_team,result,away_team
Saturday,March 9,Chicago,0-1,NE
Saturday,March 16,Philadelphia,1-0,NE
Saturday,March 23,NE,0-0,Sporting KC
Saturday,March 30,NE,0-1,FC Dallas
Saturday,April 13,Seattle,0-0,NE
Saturday,April 20,NY Red Bulls,4-1,NE
Saturday,April 27,NE,2-0,Philadelphia
Thursday,May 2,Portland,0-0,NE
Wednesday,May 8,NE,1-2,Real Salt Lake
Saturday,May 11,NE,1-1,NY Red Bulls
Saturday,May 18,Houston,0-2,NE
Saturday,May 25,NE,2-0,Toronto FC
Sunday,June 2,NE,5-0,LA Galaxy
Saturday,June 8,NE,0-0,D.C. United
Saturday,June 15,Vancouver,4-3,NE
Saturday,June 29,Chivas USA,1-1,NE
Saturday,July 6,NE,2-0,San Jose
Saturday,July 13,NE,1-2,Houston
Wednesday,July 17,Colorado,2-1,NE
Saturday,July 20,Columbus,0-2,NE
Saturday,July 27,D.C. United,1-2,NE
Sunday,August 4,NE,0-1,Toronto FC
Saturday,August 10,Sporting KC,3-0,NE
Saturday,August 17,NE,2-0,Chicago
Sunday,August 25,NE,5-1,Philadelphia
Friday,August 30,Toronto FC,1-1,NE
Sunday,September 8,NE,2-4,Montreal
Saturday,September 14,Chicago,3-2,NE
Saturday,September 21,NE,2-1,D.C. United
Saturday,September 28,NE,1-1,Houston
Saturday,October 5,NY Red Bulls,2-2,NE
Saturday,October 12,Montreal,0-1,NE
Saturday,October 19,NE,3-2,Columbus
Sunday,October 27,Columbus,0-1,NE
