day,date,home_team,result,away_team
Sunday,March 3,San Jose,0-2,RSL
Saturday,March 9,D.C. United,1-0,RSL
Saturday,March 16,RSL,1-1,Colorado
Saturday,March 23,FC Dallas,2-0,RSL
Saturday,March 30,Seattle,2-1,RSL
Saturday,April 6,Colorado,1-0,RSL
Saturday,April 13,Vancouver,1-1,RSL
Saturday,April 20,RSL,1-0,Chivas USA
Saturday,April 27,RSL,0-2,LA Galaxy
Saturday,May 4,RSL,2-0,Vancouver
Wednesday,May 8,New England,1-2,RSL
Saturday,May 11,Montreal,3-2,RSL
Sunday,May 19,Chivas USA,1-4,RSL
Saturday,May 25,RSL,1-1,Chicago
Saturday,June 1,RSL,3-0,San Jose
Saturday,June 8,RSL,3-1,LA Galaxy
Saturday,June 22,Seattle,2-0,RSL
Saturday,June 29,Toronto FC,0-1,RSL
Wednesday,July 3,RSL,2-2,Philadelphia
Saturday,July 13,FC Dallas,0-3,RSL
Saturday,July 20,RSL,1-2,Sporting KC
Saturday,July 27,NY Red Bulls,4-3,RSL
Saturday,August 3,Colorado,2-2,RSL
Saturday,August 10,RSL,1-0,Houston
Saturday,August 17,LA Galaxy,4-2,RSL
Wednesday,August 21,Portland,3-3,RSL
Saturday,August 24,RSL,4-0,Columbus
Friday,August 30,RSL,4-2,Portland
Friday,September 13,Seattle,2-0,RSL
Saturday,September 21,RSL,1-2,San Jose
Saturday,September 28,Vancouver,0-1,RSL
Saturday,October 5,RSL,1-1,FC Dallas
Saturday,October 19,Portland,0-0,RSL
Wednesday,October 23,RSL,2-1,Chivas USA
