day,date,home_team,result,away_team
Saturday,March 2,SEA,0-1,Montreal
Saturday,March 16,SEA,1-1,Portland
Saturday,March 23,San Jose,1-0,SEA
Saturday,March 30,Real Salt Lake,2-1,SEA
Saturday,April 13,SEA,0-0,New England
Saturday,April 20,Colorado,0-1,SEA
Saturday,May 4,Philadelphia,2-2,SEA
Wednesday,May 8,Sporting KC,0-1,SEA
Saturday,May 11,SEA,4-0,San Jose
Saturday,May 18,SEA,4-2,FC Dallas
Sunday,May 26,LA Galaxy,4-0,SEA
Saturday,June 1,Chivas USA,0-2,SEA
Saturday,June 8,SEA,3-2,Vancouver
Saturday,June 22,Real Salt Lake,2-0,SEA
Wednesday,July 3,SEA,2-0,D.C. United
Saturday,July 6,Vancouver,2-0,SEA
Saturday,July 13,San Jose,1-0,SEA
Saturday,July 20,SEA,1-1,Colorado
Sunday,July 28,SEA,2-1,Chivas USA
Saturday,August 3,SEA,3-0,FC Dallas
Saturday,August 10,Toronto FC,1-2,SEA
Saturday,August 17,Houston,3-1,SEA
Sunday,August 25,SEA,1-0,Portland
Saturday,August 31,Columbus,0-1,SEA
Wednesday,September 4,SEA,1-0,Chivas USA
Saturday,September 7,SEA,2-1,Chicago
Friday,September 13,SEA,2-0,Real Salt Lake
Saturday,September 21,LA Galaxy,1-1,SEA
Sunday,September 29,SEA,1-1,NY Red Bulls
Saturday,October 5,Colorado,5-1,SEA
Wednesday,October 9,SEA,1-4,Vancouver
Sunday,October 13,Portland,1-0,SEA
Saturday,October 19,FC Dallas,2-0,SEA
Sunday,October 27,SEA,1-1,LA Galaxy
