day,date,home_team,result,away_team
Saturday,March 2,Houston,2-0,DC
Saturday,March 9,DC,1-0,Real Salt Lake
Saturday,March 16,NY Red Bulls,0-0,DC
Saturday,March 23,DC,1-2,Columbus
Friday,April 5,Sporting KC,1-0,DC
Saturday,April 13,DC,0-2,NY Red Bulls
Sunday,April 21,DC,2-3,Philadelphia
Saturday,April 27,Columbus,3-0,DC
Wednesday,May 8,DC,0-4,Houston
Saturday,May 11,FC Dallas,2-1,DC
Sunday,May 19,DC,1-1,Sporting KC
Saturday,May 25,DC,0-2,Portland
Sunday,June 2,Chicago,2-0,DC
Saturday,June 8,New England,0-0,DC
Saturday,June 15,DC,1-2,Toronto FC
Saturday,June 22,DC,1-0,San Jose
Saturday,June 29,DC,0-1,Vancouver
Wednesday,July 3,Seattle,2-0,DC
Sunday,July 7,Colorado,0-0,DC
Saturday,July 20,Chicago,4-1,DC
Saturday,July 27,DC,1-2,New England
Saturday,August 3,DC,3-1,Montreal
Saturday,August 10,Philadelphia,2-0,DC
Saturday,August 17,Montreal,2-1,DC
Saturday,August 24,DC,1-1,Toronto FC
Saturday,August 31,NY Red Bulls,2-1,DC
Sunday,September 8,Chivas USA,1-0,DC
Saturday,September 14,DC,2-2,LA Galaxy
Saturday,September 21,New England,2-1,DC
Saturday,September 28,Toronto FC,4-1,DC
Friday,October 4,DC,0-3,Chicago
Saturday,October 12,DC,1-1,Philadelphia
Friday,October 18,Sporting KC,1-0,DC
Sunday,October 27,DC,1-2,Houston
