Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
B1,06/08/99,Geel,Gent,1,5,A,0,1,A,,,,,,,,,,,
B1,07/08/99,Beveren,Aalst,0,2,A,0,1,A,,,,,,,,,,,
B1,07/08/99,Charleroi,Harelbeke,2,1,H,0,0,D,,,,,,,,,,,
B1,07/08/99,Lierse,Germinal,3,1,H,1,0,H,,,,,,,,,,,
B1,07/08/99,Lommel,Lokeren,1,0,H,0,0,D,,,,,,,,,,,
B1,07/08/99,Standard,Mechelen,2,1,H,0,1,A,,,,,,,,,,,
B1,07/08/99,Westerlo,Genk,6,6,D,3,2,H,,,,,,,,,,,
B1,08/08/99,Anderlecht,Mouscron,3,2,H,0,1,A,,,,,,,,,,,
B1,08/08/99,Club Brugge,St Truiden,4,0,H,1,0,H,,,,,,,,,,,
B1,14/08/99,Gent,Genk,0,2,A,0,1,A,,,,,,,,,,,
B1,14/08/99,Germinal,Lommel,3,1,H,2,0,H,,,,,,,,,,,
B1,14/08/99,Mechelen,Charleroi,2,1,H,1,0,H,,,,,,,,,,,
B1,14/08/99,St Truiden,Geel,1,1,D,1,0,H,,,,,,,,,,,
B1,14/08/99,Westerlo,Standard,2,1,H,1,1,D,,,,,,,,,,,
B1,15/08/99,Aalst,Lierse,2,3,A,1,0,H,,,,,,,,,,,
B1,15/08/99,Anderlecht,Beveren,5,2,H,2,0,H
B1,15/08/99,Harelbeke,Mouscron,1,1,D,0,0,D
B1,15/08/99,Lokeren,Club Brugge,2,5,A,1,3,A
B1,21/08/99,Beveren,Harelbeke,2,2,D,2,0,H
B1,21/08/99,Charleroi,Westerlo,1,2,A,1,0,H
B1,21/08/99,Geel,Genk,1,1,D,0,0,D
B1,21/08/99,Mouscron,Mechelen,2,0,H,0,0,D
B1,21/08/99,St Truiden,Lokeren,1,1,D,0,1,A
B1,21/08/99,Standard,Gent,0,2,A,0,0,D
B1,22/08/99,Club Brugge,Germinal,2,0,H,1,0,H
B1,22/08/99,Lierse,Anderlecht,0,3,A,0,2,A
B1,22/08/99,Lommel,Aalst,3,3,D,1,2,A
B1,28/08/99,Gent,Charleroi,3,2,H,2,1,H
B1,28/08/99,Germinal,St Truiden,3,1,H,3,0,H
B1,28/08/99,Lokeren,Geel,0,0,D,0,0,D
B1,28/08/99,Mechelen,Beveren,3,1,H,2,1,H
B1,28/08/99,Westerlo,Mouscron,3,0,H,1,0,H
B1,29/08/99,Aalst,Club Brugge,0,2,A,0,1,A
B1,29/08/99,Anderlecht,Lommel,3,3,D,1,1,D
B1,29/08/99,Genk,Standard,4,0,H,4,0,H
B1,29/08/99,Harelbeke,Lierse,0,3,A,0,0,D
B1,11/09/99,Charleroi,Genk,2,1,H,1,1,D
B1,11/09/99,Geel,Standard,0,0,D,0,0,D
B1,11/09/99,Lierse,Mechelen,5,1,H,2,0,H
B1,11/09/99,Lokeren,Germinal,1,1,D,0,1,A
B1,11/09/99,Lommel,Harelbeke,0,2,A,0,1,A
B1,11/09/99,Mouscron,Gent,5,3,H,2,1,H
B1,11/09/99,St Truiden,Aalst,1,5,A,1,0,H
B1,17/09/99,Standard,Charleroi,1,3,A,1,2,A
B1,18/09/99,Genk,Mouscron,2,2,D,1,2,A
B1,18/09/99,Gent,Beveren,4,1,H,2,0,H
B1,18/09/99,Germinal,Geel,4,1,H,2,1,H
B1,18/09/99,Mechelen,Lommel,1,0,H,0,0,D
B1,19/09/99,Aalst,Lokeren,1,0,H,1,0,H
B1,19/09/99,Anderlecht,St Truiden,2,1,H,1,0,H
B1,19/09/99,Harelbeke,Club Brugge,1,1,D,1,1,D
B1,19/09/99,Westerlo,Lierse,0,2,A,0,0,D
B1,24/09/99,Mouscron,Standard,1,3,A,1,1,D
B1,25/09/99,Beveren,Genk,1,4,A,0,1,A
B1,25/09/99,Germinal,Aalst,3,2,H,2,0,H
B1,25/09/99,Lierse,Gent,2,1,H,2,1,H
B1,25/09/99,Lokeren,Anderlecht,2,3,A,1,2,A
B1,25/09/99,Lommel,Westerlo,2,2,D,0,1,A
B1,25/09/99,St Truiden,Harelbeke,2,0,H,2,0,H
B1,26/09/99,Club Brugge,Mechelen,6,0,H,4,0,H
B1,26/09/99,Geel,Charleroi,0,0,D,0,0,D
B1,01/10/99,Charleroi,Mouscron,2,1,H,1,1,D
B1,02/10/99,Gent,Lommel,6,2,H,3,1,H
B1,02/10/99,Mechelen,St Truiden,3,2,H,2,1,H
B1,02/10/99,Standard,Beveren,3,1,H,0,0,D
B1,03/10/99,Aalst,Geel,1,0,H,1,0,H
B1,03/10/99,Anderlecht,Germinal,2,2,D,1,0,H
B1,03/10/99,Genk,Lierse,2,2,D,0,0,D
B1,03/10/99,Harelbeke,Lokeren,2,3,A,1,2,A
B1,03/10/99,Westerlo,Club Brugge,1,0,H,0,0,D
B1,13/10/99,Aalst,Anderlecht,2,3,A,1,1,D
B1,13/10/99,Beveren,Charleroi,1,1,D,1,0,H
B1,13/10/99,Club Brugge,Gent,1,3,A,0,1,A
B1,13/10/99,Geel,Mouscron,1,4,A,0,3,A
B1,13/10/99,Germinal,Harelbeke,1,0,H,1,0,H
B1,13/10/99,Lierse,Standard,1,0,H,1,0,H
B1,13/10/99,Lokeren,Mechelen,0,2,A,0,1,A
B1,13/10/99,Lommel,Genk,0,1,A,0,0,D
B1,13/10/99,St Truiden,Westerlo,2,1,H,1,0,H
B1,23/10/99,Charleroi,Lierse,1,1,D,0,1,A
B1,23/10/99,Gent,St Truiden,4,2,H,2,2,D
