Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
SC1,07/08/99,Clydebank,Airdrie,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,07/08/99,Dunfermline,Inverness C,4,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,07/08/99,Falkirk,Morton,2,4,A,,,,,,,,,,,,,,,,,,,,,
SC1,07/08/99,Livingston,Raith Rvs,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,07/08/99,St Mirren,Ayr,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,14/08/99,Airdrie,Dunfermline,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,14/08/99,Ayr,Livingston,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,14/08/99,Inverness C,Falkirk,2,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,14/08/99,Morton,Clydebank,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,14/08/99,Raith Rvs,St Mirren,0,6,A,,,,,,,,,,,,,,,,,,,,,
SC1,21/08/99,Clydebank,Raith Rvs,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,21/08/99,Dunfermline,Morton,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,21/08/99,Falkirk,Ayr,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,21/08/99,Livingston,Airdrie,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,21/08/99,St Mirren,Inverness C,3,2,H,,,,,,,,,,,,,,,,,,,,,
SC1,28/08/99,Airdrie,Raith Rvs,1,4,A,,,,,,,,,,,,,,,,,,,,,
SC1,28/08/99,Ayr,Inverness C,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,28/08/99,Dunfermline,Falkirk,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,28/08/99,Morton,Livingston,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,29/08/99,Clydebank,St Mirren,2,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,04/09/99,Falkirk,Clydebank,3,2,H,,,,,,,,,,,,,,,,,,,,,
SC1,04/09/99,Inverness C,Morton,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,04/09/99,Livingston,Dunfermline,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,04/09/99,Raith Rvs,Ayr,5,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,04/09/99,St Mirren,Airdrie,5,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,11/09/99,Ayr,Airdrie,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,11/09/99,Dunfermline,St Mirren,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,11/09/99,Falkirk,Livingston,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,11/09/99,Inverness C,Clydebank,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,11/09/99,Morton,Raith Rvs,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,18/09/99,Airdrie,Falkirk,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,18/09/99,Clydebank,Ayr,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,18/09/99,Livingston,Inverness C,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,18/09/99,Raith Rvs,Dunfermline,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,18/09/99,St Mirren,Morton,3,2,H,,,,,,,,,,,,,,,,,,,,,
SC1,25/09/99,Dunfermline,Ayr,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,25/09/99,Falkirk,St Mirren,3,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,25/09/99,Inverness C,Raith Rvs,0,2,A,,,,,,,,,,,,,,,,,,,,,
