Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
SC1,13/08/94,Airdrie,Dunfermline,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,13/08/94,Ayr,Hamilton,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,13/08/94,Clydebank,Stranraer,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,13/08/94,Dundee,St Mirren,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,13/08/94,Raith Rvs,St Johnstone,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,20/08/94,Airdrie,St Johnstone,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,20/08/94,Ayr,St Mirren,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,20/08/94,Clydebank,Dunfermline,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,20/08/94,Dundee,Stranraer,3,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,20/08/94,Raith Rvs,Hamilton,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,28/08/94,Dunfermline,Raith Rvs,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,28/08/94,Hamilton,Airdrie,2,6,A,,,,,,,,,,,,,,,,,,,,,
SC1,28/08/94,St Johnstone,Dundee,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,28/08/94,St Mirren,Clydebank,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,28/08/94,Stranraer,Ayr,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,03/09/94,Ayr,St Johnstone,3,4,A,,,,,,,,,,,,,,,,,,,,,
SC1,03/09/94,Dundee,Airdrie,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,03/09/94,Hamilton,Stranraer,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,03/09/94,Raith Rvs,Clydebank,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,03/09/94,St Mirren,Dunfermline,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,10/09/94,Airdrie,Ayr,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,10/09/94,Clydebank,Dundee,5,2,H,,,,,,,,,,,,,,,,,,,,,
SC1,10/09/94,Dunfermline,Hamilton,4,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,10/09/94,St Johnstone,St Mirren,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,10/09/94,Stranraer,Raith Rvs,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,24/09/94,Airdrie,Clydebank,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,24/09/94,Ayr,Dundee,3,2,H,,,,,,,,,,,,,,,,,,,,,
SC1,24/09/94,Dunfermline,Stranraer,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,24/09/94,St Johnstone,Hamilton,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,24/09/94,St Mirren,Raith Rvs,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,01/10/94,Clydebank,St Johnstone,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,01/10/94,Dundee,Dunfermline,4,4,D,,,,,,,,,,,,,,,,,,,,,
SC1,01/10/94,Hamilton,St Mirren,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,01/10/94,Raith Rvs,Ayr,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,01/10/94,Stranraer,Airdrie,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,08/10/94,Airdrie,Raith Rvs,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,08/10/94,Clydebank,Ayr,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,08/10/94,Dundee,Hamilton,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,08/10/94,Dunfermline,St Johnstone,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,08/10/94,Stranraer,St Mirren,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,15/10/94,Ayr,Dunfermline,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,15/10/94,Hamilton,Clydebank,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,15/10/94,Raith Rvs,Dundee,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,15/10/94,St Johnstone,Stranraer,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,15/10/94,St Mirren,Airdrie,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,22/10/94,Dunfermline,Airdrie,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,22/10/94,Hamilton,Ayr,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,22/10/94,St Johnstone,Raith Rvs,3,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,22/10/94,St Mirren,Dundee,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,22/10/94,Stranraer,Clydebank,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,29/10/94,Airdrie,Hamilton,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,29/10/94,Ayr,Stranraer,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,29/10/94,Clydebank,St Mirren,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,29/10/94,Dundee,St Johnstone,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,29/10/94,Raith Rvs,Dunfermline,2,5,A,,,,,,,,,,,,,,,,,,,,,
SC1,05/11/94,Dunfermline,Clydebank,4,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,05/11/94,Hamilton,Raith Rvs,0,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,05/11/94,St Mirren,Ayr,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,12/11/94,Ayr,Airdrie,0,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,12/11/94,Dundee,Clydebank,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,12/11/94,Hamilton,Dunfermline,3,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,12/11/94,Raith Rvs,Stranraer,4,2,H,,,,,,,,,,,,,,,,,,,,,
SC1,12/11/94,St Mirren,St Johnstone,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,19/11/94,Airdrie,Dundee,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,19/11/94,Clydebank,Raith Rvs,0,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,19/11/94,Dunfermline,St Mirren,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,19/11/94,St Johnstone,Ayr,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,19/11/94,Stranraer,Hamilton,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,22/11/94,St Johnstone,Airdrie,4,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,23/11/94,Stranraer,Dundee,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,26/11/94,Clydebank,Airdrie,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,26/11/94,Dundee,Ayr,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,26/11/94,Hamilton,St Johnstone,3,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,26/11/94,Stranraer,Dunfermline,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,03/12/94,Airdrie,Stranraer,8,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,03/12/94,Ayr,Raith Rvs,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,03/12/94,Dunfermline,Dundee,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,03/12/94,St Johnstone,Clydebank,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,03/12/94,St Mirren,Hamilton,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,06/12/94,Raith Rvs,St Mirren,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,10/12/94,Dundee,Raith Rvs,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,10/12/94,Dunfermline,Ayr,6,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,10/12/94,Stranraer,St Johnstone,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,31/12/94,Airdrie,Dunfermline,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,31/12/94,Ayr,Hamilton,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,31/12/94,Clydebank,Stranraer,2,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,31/12/94,Dundee,St Mirren,4,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,31/12/94,Raith Rvs,St Johnstone,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,02/01/95,Hamilton,Airdrie,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,02/01/95,St Mirren,Clydebank,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,02/01/95,Stranraer,Ayr,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,07/01/95,Airdrie,St Johnstone,0,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,07/01/95,Ayr,St Mirren,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,07/01/95,Clydebank,Dunfermline,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,07/01/95,Dundee,Stranraer,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,07/01/95,Raith Rvs,Hamilton,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,11/01/95,Dunfermline,Raith Rvs,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,11/01/95,St Johnstone,Dundee,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,14/01/95,Ayr,St Johnstone,1,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,14/01/95,Dundee,Airdrie,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,14/01/95,Hamilton,Stranraer,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,14/01/95,Raith Rvs,Clydebank,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,14/01/95,St Mirren,Dunfermline,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,21/01/95,Clydebank,Dundee,0,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,21/01/95,Dunfermline,Hamilton,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,21/01/95,St Johnstone,St Mirren,5,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,24/01/95,Airdrie,Ayr,2,2,D,,,,,,,,,,,,,,,,,,,,,
SC1,24/01/95,Stranraer,Raith Rvs,2,4,A,,,,,,,,,,,,,,,,,,,,,
SC1,27/01/95,Ayr,Clydebank,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,27/01/95,Hamilton,Dundee,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,27/01/95,Raith Rvs,Airdrie,3,2,H,,,,,,,,,,,,,,,,,,,,,
SC1,27/01/95,St Johnstone,Dunfermline,3,2,H,,,,,,,,,,,,,,,,,,,,,
SC1,27/01/95,St Mirren,Stranraer,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,30/01/95,Clydebank,Hamilton,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,01/02/95,Airdrie,St Mirren,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,04/02/95,Clydebank,St Johnstone,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,04/02/95,Dundee,Dunfermline,2,3,A,,,,,,,,,,,,,,,,,,,,,
SC1,04/02/95,Hamilton,St Mirren,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,04/02/95,Raith Rvs,Ayr,2,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,04/02/95,Stranraer,Airdrie,1,4,A,,,,,,,,,,,,,,,,,,,,,
SC1,11/02/95,Ayr,Dundee,1,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,11/02/95,St Mirren,Raith Rvs,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,14/02/95,Airdrie,Clydebank,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,14/02/95,Dunfermline,Stranraer,3,1,H,,,,,,,,,,,,,,,,,,,,,
SC1,18/02/95,St Johnstone,Hamilton,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,25/02/95,Ayr,Dunfermline,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,25/02/95,Hamilton,Clydebank,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,25/02/95,Raith Rvs,Dundee,0,0,D,,,,,,,,,,,,,,,,,,,,,
SC1,25/02/95,St Johnstone,Stranraer,3,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,25/02/95,St Mirren,Airdrie,0,1,A,,,,,,,,,,,,,,,,,,,,,
SC1,05/03/95,Dundee,Hamilton,2,0,H,,,,,,,,,,,,,,,,,,,,,
SC1,06/03/95,Airdrie,Raith Rvs,1,2,A,,,,,,,,,,,,,,,,,,,,,
SC1,08/03/95,Clydebank,Ayr,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,08/03/95,Dunfermline,St Johnstone,1,1,D,,,,,,,,,,,,,,,,,,,,,
SC1,08/03/95,Stranraer,St Mirren,1,3,A,,,,,,,,,,,,,,,,,,,,,
