day,date,home_team,result,away_team
Saturday,March 18,Fusion,1-1,NE
Saturday,March 25,Tampa Bay Mutiny,1-0,NE
Saturday,April 1,LA Galaxy,2-2,NE
Saturday,April 8,FC Dallas,2-1,NE
Saturday,April 15,NE,2-1,D.C. United
Saturday,April 22,NE,1-1,Chicago
Saturday,April 29,NE,1-1,Fusion
Saturday,May 6,NE,2-1,San Jose
Saturday,May 13,D.C. United,1-3,NE
Wednesday,May 17,NE,3-4,Colorado
Saturday,May 20,Chicago,0-1,NE
Wednesday,May 24,NE,2-1,LA Galaxy
Monday,May 29,Colorado,2-1,NE
Saturday,June 3,NE,2-0,Fusion
Saturday,June 10,NE,3-0,San Jose
Saturday,June 17,NY Red Bulls,4-2,NE
Wednesday,June 21,San Jose,2-2,NE
Saturday,June 24,Columbus,3-1,NE
Tuesday,July 4,Fusion,2-1,NE
Wednesday,July 12,Columbus,4-1,NE
Saturday,July 15,NE,0-2,NY Red Bulls
Wednesday,July 19,Sporting KC,0-1,NE
Saturday,July 22,San Jose,1-2,NE
Wednesday,August 2,NE,1-2,FC Dallas
Saturday,August 5,NE,1-1,Columbus
Saturday,August 12,NY Red Bulls,2-1,NE
Saturday,August 19,NE,2-1,Tampa Bay Mutiny
Saturday,August 26,NE,2-1,Columbus
Wednesday,August 30,NE,1-0,D.C. United
Sunday,September 3,D.C. United,2-0,NE
Wednesday,September 6,NE,0-1,Sporting KC
Saturday,September 9,NE,4-3,NY Red Bulls
