day,date,home_team,result,away_team
Saturday,March 18,LA,2-1,Colorado
Saturday,March 25,D.C. United,0-4,LA
Saturday,April 1,LA,2-2,New England
Saturday,April 8,Columbus,2-2,LA
Saturday,April 15,LA,2-1,FC Dallas
Saturday,April 22,LA,2-0,Fusion
Saturday,April 29,NY Red Bulls,0-1,LA
Saturday,May 6,LA,0-0,Sporting KC
Saturday,May 13,FC Dallas,1-1,LA
Wednesday,May 17,San Jose,0-0,LA
Saturday,May 20,LA,2-1,D.C. United
Wednesday,May 24,New England,2-1,LA
Saturday,May 27,LA,1-1,San Jose
Saturday,June 3,LA,0-2,NY Red Bulls
Saturday,June 10,Colorado,1-0,LA
Saturday,June 17,LA,2-1,Tampa Bay Mutiny
Wednesday,June 21,LA,1-1,Chicago
Saturday,June 24,Sporting KC,2-0,LA
Wednesday,June 28,D.C. United,1-2,LA
Saturday,July 1,FC Dallas,4-2,LA
Tuesday,July 4,LA,1-0,Columbus
Saturday,July 8,Fusion,3-5,LA
Saturday,July 15,LA,1-2,D.C. United
Saturday,July 22,Tampa Bay Mutiny,2-0,LA
Saturday,August 5,Sporting KC,1-5,LA
Saturday,August 12,LA,1-1,Sporting KC
Wednesday,August 16,LA,1-0,Colorado
Saturday,August 19,Chicago,2-1,LA
Saturday,August 26,San Jose,0-3,LA
Wednesday,August 30,LA,2-1,San Jose
Wednesday,September 6,LA,0-1,FC Dallas
Friday,September 8,Colorado,1-0,LA
