day,date,home_team,result,away_team
Saturday,March 18,LA Galaxy,2-1,COL
Saturday,March 25,FC Dallas,0-1,COL
Saturday,April 1,Sporting KC,3-0,COL
Saturday,April 8,COL,1-0,Tampa Bay Mutiny
Saturday,April 15,Tampa Bay Mutiny,4-2,COL
Saturday,April 22,Columbus,2-3,COL
Saturday,April 29,COL,0-5,Sporting KC
Wednesday,May 3,Chicago,1-2,COL
Saturday,May 6,COL,2-5,D.C. United
Saturday,May 13,COL,1-2,Fusion
Wednesday,May 17,New England,3-4,COL
Saturday,May 20,Fusion,2-0,COL
Monday,May 29,COL,2-1,New England
Saturday,June 3,San Jose,4-2,COL
Saturday,June 10,COL,1-0,LA Galaxy
Saturday,June 17,COL,0-0,Columbus
Saturday,June 24,COL,1-3,NY Red Bulls
Wednesday,June 28,COL,1-0,FC Dallas
Saturday,July 1,D.C. United,1-1,COL
Tuesday,July 4,COL,2-1,Chicago
Saturday,July 8,COL,0-1,San Jose
Saturday,July 15,San Jose,1-2,COL
Friday,July 21,COL,1-1,Chicago
Wednesday,August 2,Sporting KC,3-1,COL
Saturday,August 5,COL,2-0,San Jose
Saturday,August 12,Fusion,4-1,COL
Wednesday,August 16,LA Galaxy,1-0,COL
Sunday,August 20,NY Red Bulls,5-3,COL
Saturday,August 26,COL,1-1,Sporting KC
Wednesday,August 30,COL,3-1,Fusion
Sunday,September 3,Chicago,2-1,COL
Friday,September 8,COL,1-0,LA Galaxy
