day,date,home_team,result,away_team
Saturday,March 25,DC,0-4,LA Galaxy
Saturday,April 1,NY Red Bulls,3-2,DC
Saturday,April 8,DC,3-2,Chicago
Saturday,April 15,New England,2-1,DC
Saturday,April 22,DC,2-3,NY Red Bulls
Saturday,April 29,San Jose,2-2,DC
Wednesday,May 3,DC,1-2,Columbus
Saturday,May 6,Colorado,2-5,DC
Wednesday,May 10,Fusion,1-0,DC
Saturday,May 13,DC,1-3,New England
Wednesday,May 17,Sporting KC,2-0,DC
Saturday,May 20,LA Galaxy,2-1,DC
Saturday,May 27,DC,3-2,FC Dallas
Saturday,June 3,Columbus,1-1,DC
Saturday,June 10,DC,0-0,Sporting KC
Saturday,June 17,Chicago,3-2,DC
Wednesday,June 21,NY Red Bulls,2-2,DC
Saturday,June 24,DC,2-0,FC Dallas
Wednesday,June 28,DC,1-2,LA Galaxy
Saturday,July 1,DC,1-1,Colorado
Tuesday,July 4,Tampa Bay Mutiny,3-0,DC
Saturday,July 8,FC Dallas,3-0,DC
Wednesday,July 12,DC,2-2,Tampa Bay Mutiny
Saturday,July 15,LA Galaxy,1-2,DC
Wednesday,August 2,DC,3-2,NY Red Bulls
Saturday,August 5,Fusion,3-1,DC
Saturday,August 12,FC Dallas,1-0,DC
Saturday,August 19,DC,0-1,San Jose
Saturday,August 26,DC,2-1,Fusion
Wednesday,August 30,New England,1-0,DC
Sunday,September 3,DC,2-0,New England
Saturday,September 9,DC,2-6,Fusion
