round,home_team,home_score,away_score,away_team,notes
1,1. FC Köln,2,3,Hertha,"(Schäfer 18, Thielen 62 - Faeder 70, Rühl 77,K.Schulz 89)"
1,Hamburger,2,2,Stuttgart,"(Wulf 77, Krug 81 - Siebert 9, Arnold 15 p)"
1,Nürnberg,2,0,Neunkirchen,"(Strehl 79, Ertz 89 o)"
1,Dortmund,0,2,Hannover,"(Rodekamp 52, 58)"
1,B'schweig,1,1,TSV 1860,(Moll 16 - Brunnenmeier 55)
1,K'lautern,2,1,Werder,"(Richter 14, Leydecker 38 - Matischak 17)"
1,Karlsruher,2,1,Meidericher,"(Marx 2, Geisert 64 - Lotz 58)"
1,Frankfurt,2,2,Schalke,"(Huberts 54, Höfer 70 - Horst 19, Libuda 30)"
2,Hertha,0,0,Hamburger,
2,Stuttgart,3,1,Nürnberg,"(Böhringer 18, Geiger 72, Huttary 75 - Strehl 11)[30 Arnold [Stuttgart) m/pen]"
2,Neunkirchen,1,2,Dortmund,"(Heiden 88 - A.Schmidt 61, Kurat 72)"
2,Hannover,2,0,1. FC Köln,"(Gräber 30, 35)"
2,TSV 1860,0,1,Frankfurt,(Stinka 50)
2,Werder,5,1,B'schweig,"(Hänel 10, Piontek 23, Schütz 25, Zebrowski 58,Matinschak 74 - Moll 30)"
2,Meidericher,3,1,K'lautern,"(Lotz 17, Krämer 34, Gecks 29 - Neumann 82 p)"
2,Schalke,1,1,Karlsruher,(W.Schulz 80 - Cieslarczyk 72)
3,1. FC Köln,4,3,Neunkirchen,"(C.Müller 8, 61, 68, Overath 25 - Pidancet 2,May 3, Glod 9)"
3,Hamburger,3,0,Hannover,"(Wulf 48, G.Dörfel 81, B.Dörfel 85)"
3,Nürnberg,2,0,Hertha,"(Strehl 35, T.Wild 60)"
3,Dortmund,1,0,Stuttgart,(Brungs 64)
3,B'schweig,0,1,Meidericher,(R.Schmidt 13) [64 Moll (B'schweig) m/pen]
3,K'lautern,3,0,Schalke,"(Richter 4, Leydecker 12, Kapitulski 42)"
3,Karlsruher,1,5,TSV 1860,"(Jendrosch 70 - Küppers 30, 65, 80, Luttrop 2,Heiß 82)"
3,Frankfurt,0,2,Werder,"(Zebrowski 32, 55) [59 Huberts (Frankfurt) m/pen]"
4,Hertha,0,0,Dortmund,
4,Stuttgart,3,3,1. FC Köln,"(Geiger 27, 50, Siebert 35 - Hornig 16, Schäfer 37,Löhr 48) [44 Arnold (Stuttgart) m/pen]"
4,Neunkirchen,3,1,Hamburger,"(Pidancet 6, May 37 p, Melcher 54 - U.Seeler 22)(sent off: Kurbjuhn (Hamburger, 80))"
4,Hannover,2,2,Nürnberg,"(Mittrowski 18, Heiser 23 - Strehl 6, Dachlauer 21)"
4,TSV 1860,2,2,K'lautern,"(Brunnenmeier 2, Küppers 58 - Wrenger 32,Leydecker 37) [70 Brunnenmeier (TSV) m/pen]"
4,Werder,1,0,Karlsruher,(Schütz 62)
4,Meidericher,1,3,Frankfurt,"(Krämer 18 - Huberts 21, 57, H.Kraus 29)"
4,Schalke,0,3,B'schweig,"(Hosung 42, Ulsaß 51, Brase 83) [31 Herrmann(Schalke) m/pen]"
5,1. FC Köln,4,2,Werder,"(Schäfer 38, 87, C.Müller 20, Hornig 79 -Schütz 60, Zebrowski 83)"
5,Stuttgart,1,1,Hertha,(Geiger 6 - Kremner 17)
5,Hamburger,3,0,Meidericher,"(U.Seeler 28, 77, Mate 10)"
5,Nürnberg,3,2,Schalke,"(T.Wild 25, 82, Greiff 68 - Koslowski 34, Crawatzo 89)"
5,Dortmund,1,1,TSV 1860,(Konietzka 75 - Brunnenmeier 79)
5,B'schweig,1,0,Neunkirchen,(Ulsaß 80)
5,K'lautern,1,0,Hannover,(Reitgaßl 43)
5,Frankfurt,0,7,Karlsruher,"(H.Wild 6, 30, Cieslarczyk 12, 13, Wischnowsky53 p, 84 p, Zaczyk 4) [88 Huberts (Frankfurt)m/pen]"
6,Hertha,1,3,Frankfurt,"(Faeder 26 - Solz 39, 84, Schämer 9)"
6,Neunkirchen,0,3,K'lautern,"(Neumann 10, Kapitulski 68, Richter 84)"
6,Hannover,2,2,B'schweig,"(Rodekamp 3, 80 - Dulz 20, Ulsaß 53)"
6,TSV 1860,2,0,Nürnberg,"(Wagner 28, 65)"
6,Werder,0,0,Hamburger,
6,Meidericher,0,3,1. FC Köln,"(Heidemann 25 o, Schäfer 36, C.Müller 42)"
6,Karlsruher,0,0,Stuttgart,
6,Schalke,2,6,Dortmund,"(Grau 57, Libuda 89 - Konietzka 20, 23, A.Schmidt10, Brungs 11, 36, Emmerich 32)"
7,Hertha,2,1,TSV 1860,"(K.Schulz 33, Kremer 74 - Brunnenmeier 32)"
7,1. FC Köln,5,1,B'schweig,"(C.Müller 20, 62, 75, 83, Thielen 49 - Ulsaß 38)"
7,Stuttgart,2,1,Schalke,"(Menne 59, Höller 61 - Koslowski 35)"
7,Hamburger,2,1,Frankfurt,"(Woldmann 27, Wulf 86 - Schämer 35)"
7,Neunkirchen,4,2,Meidericher,"(G.Kuntz 17, 52, 65, May 32 - Versteeg 66, Krämer 81)"
7,Nürnberg,4,1,Karlsruher,"(Allemann 88, 53, Reisch 39 o, Greif 83 - H.Wild 47) [60 Strehl (Nürnberg) m/pen]"
7,Hannover,1,2,Werder,"(Gräber 39 - Matischak 43, 82)"
7,Dortmund,3,2,K'lautern,"(Wosab 23, A.Schmidt 59, Brungs 70 - Reitgaßl 35, 60)"
8,TSV 1860,4,0,Hannover,"(Brunnenmeier 54, 60, 82, Küppers 81)"
8,B'schweig,0,1,Dortmund,(Konietzka 73) [70 Straschitz (Dortmund) m/pen]
8,Werder,2,0,Neunkirchen,"(Klöckner 28, Zebrowski 38)"
8,K'lautern,3,2,Nürnberg,"(Kapitulski 54, 56, Wrenger 36 - Mangold 20 o,T.Wild 69)"
8,Meidericher,3,3,Stuttgart,"(Lotz 30, 61, 73 - Geiger 11, 13, Hoffmann 58 p)(sent off: Eisele (Stuttgart, 64))"
8,Karlsruher,2,2,Hamburger,"(H.Wild 26, Jendrosch 64 - U.Seeler 12, Wulf 36)"
8,Schalke,3,0,Hertha,"(Nowak 34, 43, Herrmann 57)"
8,Frankfurt,1,4,1. FC Köln,"(Solz 50 - C.Müller 45, 60, 85, Thielen 83)"
9,Hertha,2,2,Meidericher,"(Faeder 10, Rühl 39 - Krämer 32, Gecks 52)"
9,1. FC Köln,4,1,Karlsruher,"(Thielen 31, 57, 86, C.Müller 47 - Cieslarczyk 17)"
9,Stuttgart,1,1,Werder,(Geiger 86 - Schütz 11)
9,Hamburger,3,2,K'lautern,"(G.Dörfel 29, 44, Wulf 52 - Krug 28 o, Braner 30)"
9,Neunkirchen,3,0,TSV 1860,"(Pidancet 48, 80, May 84)"
9,Nürnberg,3,2,B'schweig,"(Reisch 55 p, Allemann 74, Strehl 81 - Wuttich22, Hosung 33) [55 Reisch (Nürnberg) m/pen]"
9,Hannover,1,0,Schalke,(Mülhausen 7)
9,Dortmund,1,3,Frankfurt,"(Konietzka 11 - Huberts 22, 80, Solz 72)"
10,TSV 1860,1,0,Stuttgart,(Kohlars 58)
10,B'schweig,2,0,Hamburger,"(Wuttich 26, 37)"
10,Werder,5,1,Hertha,"(Schütz 69, 80, H.Schulz 69, Zebrowski 83, Soya 86)"
10,K'lautern,2,2,1. FC Köln,"(Neumann 58 p, Leydecker 76 - Hornig 20, Thielen 27)"
10,Meidericher,1,0,Hannover,(Nolden 8 p)
10,Karlsruher,2,0,Dortmund,"(Cieslarczyk 15, Berking 70)"
10,Schalke,1,1,Neunkirchen,(Herrmann 58 - G.Kuntz 4)
10,Frankfurt,1,1,Nürnberg,(Stein 57 - Strehl 22)
11,Hertha,5,3,K'lautern,"(Rehhagel 40, 45 p, Altendorff 17, Mangold 38 o,Krampitz 68 - Kapitulski 54, 90 p, Leydecker 51)"
11,1. FC Köln,1,1,TSV 1860,(Hornig 25 - Brunnenmeier 57)
11,Stuttgart,3,1,B'schweig,"(Pfisterer 21, 82, Entemann 25 - Wuttich 11)"
11,Neunkirchen,1,0,Karlsruher,(May 58)
11,Nürnberg,2,3,Hamburger,"(Strehl 3, Allemann 39 - U.Seeler 30, 40, 60)"
11,Hannover,3,2,Frankfurt,"(Rodekamp 38, Nix 56, Bandura 70 - Stein 62,Schämer 80)"
11,Dortmund,0,0,Meidericher [54 Kurrat,(Dortmund) m/pen]
11,Werder,2,2,Schalke,"(Soya 17, Schütz 50 - Herrmann 42 p, Kreuz 46)"
12,Hamburger,1,4,Dortmund,"(Dehn 60 - Konietzka 37, 54, Assauer 24, A.Schmidt 75)"
12,TSV 1860,3,1,Werder,"(Kohlars 13, Jagielski 70 o, Heiß 85 - Klöckner 2)"
12,B'schweig,1,1,Hertha,(Krafczyk 61 - Krampitz 31)
12,K'lautern,2,1,Stuttgart,"(Braner 2, Prins 37 - Höller 12)"
12,Meidericher,2,0,Nürnberg,"(Krämer 30, Tagliari 34)"
12,Karlsruher,2,3,Hannover,"(Cieslarczyk 68, Zaczyk 83 - Rodekamp 31,Mülhausen 59, Bandura 60)"
12,Schalke,2,3,1. FC Köln,"(Gerhardt 25, Kreuz 54 - Schäfer 10, Overath 35,Thielen 60)"
12,Frankfurt,1,0,Neunkirchen,(Huberts 68)
13,Hertha,2,1,Karlsruher,"(Rühl 48, Kremer 83 - Madl 64)"
13,1. FC Köln,3,0,Hamburger,"(Overath 12, 33, 38)"
13,Stuttgart,1,2,Frankfurt,"(Waldner 28 - Stein 5, Lindner 31)"
13,Neunkirchen,2,1,Hannover,"(Glod 51, G.Kuntz 64 - Gräber 88)"
13,Nürnberg,1,0,Dortmund,(Strehl 68)
13,B'schweig,2,0,K'lautern,"(Ulsaß 11 p, Krafczyk 53)"
13,Werder,1,0,Meidericher,(Zebrowski 88)
13,Schalke,2,2,TSV 1860,"(Koslowski 34, 49 - Grosser 41, Steiner 75)[71 Herrmann (Schalke) m/pen]"
14,Hamburger,3,2,TSV 1860,"(U.Seeler 63, 75, Kurth 5 - Grosser 12, Giesemann 15 o)"
14,Neunkirchen,2,2,Hertha,"(Heiden 10, 37 - Groß 16, Krampitz 64)"
14,Nürnberg,3,0,1. FC Köln,"(Wüthrich 6, Greif 26, Strehl 37)"
14,Hannover,2,1,Stuttgart,"(Heiser 34, 54 - Weiß 75)"
14,Dortmund,1,2,Werder,"(Konietzka 28 - Höttges 37 p, Klöckner 60)"
14,Meidericher,2,1,Schalke,"(Nolden 58 p, 67 p - Grau 15)"
14,Karlsruher,6,1,K'lautern,"(H.Wild 11, 24, Jendrosch 56, 84, Madl 4, Geisert76 - Braner 39)"
14,Frankfurt,2,2,B'schweig,"(Stinka 45, Blusch 52 - Ulsaß 54, Gerwien 60)"
15,Hertha,1,1,Hannover,(K.Schulz 51 - Heiser 17)
15,1. FC Köln,3,3,Dortmund,"(Hornig 29, Sturm 46 p, Overath 56 - Emmerich80, 83, Konietzka 68)"
15,Stuttgart,3,2,Neunkirchen,"(Waldner 38, Höller 40 p, Weiß 78 - Glod 74,Peter 84)"
15,TSV 1860,2,1,Meidericher,"(Brunnenmeier 25, Luttrop 75 - Krämer 29)"
15,B'schweig,3,0,Karlsruher,"(Moll 29, Gerwien 57, Ulsaß 82)"
15,Werder,1,1,Nürnberg,(H.Schulz 32 - Strehl 84)
15,K'lautern,0,1,Frankfurt,(Huberts 84 p)
15,Schalke,3,1,Hamburger,"(Koslowski 8, 72, Gerhardt 44 - U.Seeler 64)"
16,Hertha,1,3,1. FC Köln,"(Steinert 27 - C.Müller 8, Overath 11, Löhr 13)[22 Sturm (Köln) m/pen]"
16,Stuttgart,2,4,Hamburger,"(Geiger 31, Höller 90 p - Wulf 40, U.Seeler 44,Mate 56, G.Dörfel 58)"
16,Neunkirchen,1,1,Nürnberg,"(May 38 - Wüthrich 54)(sent off: G.Kuntz (Neunkirchen, 77))"
16,Hannover,2,0,Dortmund,"(Heiser 16, 41)"
16,TSV 1860,2,0,B'schweig,"(Luttrop 68, Brunnenmeier 86) [31 Ulsaß (B'schweig)m/pen]"
16,Werder,1,1,K'lautern,(Ferner 60 - Kapitulski 10)
