day,date,home_team,result,away_team
Saturday,March 27,DAL,1-1,Houston
Saturday,April 10,DAL,2-2,Columbus
Saturday,April 17,NY Red Bulls,2-1,DAL
Thursday,April 22,Seattle,2-2,DAL
Saturday,May 1,New England,1-1,DAL
Wednesday,May 5,Houston,0-1,DAL
Saturday,May 8,DAL,1-0,D.C. United
Saturday,May 15,Philadelphia,1-1,DAL
Thursday,May 20,DAL,0-1,LA Galaxy
Thursday,May 27,Chicago,1-1,DAL
Saturday,June 5,DAL,2-0,San Jose
Saturday,June 26,Chivas USA,1-2,DAL
Saturday,July 3,DAL,1-0,Sporting KC
Sunday,July 11,Seattle,1-1,DAL
Saturday,July 17,DAL,2-0,Real Salt Lake
Saturday,July 24,Toronto FC,1-1,DAL
Saturday,July 31,Colorado,1-1,DAL
Sunday,August 8,DAL,3-1,Philadelphia
Saturday,August 14,D.C. United,1-3,DAL
Saturday,August 21,DAL,1-0,Chivas USA
Saturday,August 28,Columbus,0-0,DAL
Saturday,September 4,DAL,1-0,Toronto FC
Saturday,September 11,San Jose,0-0,DAL
Thursday,September 16,DAL,2-2,NY Red Bulls
Wednesday,September 22,DAL,2-2,New England
Saturday,September 25,Sporting KC,1-3,DAL
Saturday,October 2,DAL,3-0,Chicago
Saturday,October 9,DAL,2-2,Colorado
Saturday,October 16,Real Salt Lake,2-0,DAL
Sunday,October 24,LA Galaxy,2-1,DAL
