day,date,home_team,result,away_team
Saturday,March 27,CLB,2-0,Toronto FC
Saturday,April 10,FC Dallas,2-2,CLB
Saturday,April 24,CLB,1-0,Real Salt Lake
Saturday,May 1,Seattle,1-1,CLB
Saturday,May 8,CLB,3-2,New England
Saturday,May 15,CLB,1-0,Chivas USA
Thursday,May 20,NY Red Bulls,1-3,CLB
Sunday,May 23,Sporting KC,0-1,CLB
Saturday,May 29,CLB,0-2,LA Galaxy
Wednesday,June 2,San Jose,2-2,CLB
Saturday,June 5,Colorado,1-0,CLB
Saturday,June 26,CLB,2-0,D.C. United
Saturday,July 3,CLB,2-1,Chicago
Saturday,July 10,Houston,0-0,CLB
Wednesday,July 14,CLB,0-1,Sporting KC
Saturday,July 17,CLB,2-0,NY Red Bulls
Saturday,July 24,CLB,3-0,Houston
Saturday,July 31,Chivas USA,3-1,CLB
Thursday,August 5,Philadelphia,1-2,CLB
Saturday,August 14,Real Salt Lake,2-0,CLB
Saturday,August 21,CLB,3-1,Colorado
Saturday,August 28,CLB,0-0,FC Dallas
Saturday,September 4,D.C. United,0-1,CLB
Saturday,September 11,LA Galaxy,3-1,CLB
Saturday,September 18,Seattle,0-4,CLB
Saturday,September 25,New England,2-2,CLB
Saturday,October 2,CLB,0-0,San Jose
Friday,October 8,Chicago,2-0,CLB
Saturday,October 16,Toronto FC,2-2,CLB
Sunday,October 24,CLB,3-1,Philadelphia
