day,date,home_team,result,away_team
Friday,March 26,CHV,0-1,Colorado
Thursday,April 1,LA Galaxy,2-0,CHV
Saturday,April 10,CHV,2-0,NY Red Bulls
Saturday,April 17,Houston,3-0,CHV
Saturday,April 24,CHV,3-2,San Jose
Saturday,May 1,Chicago,1-1,CHV
Wednesday,May 5,New England,0-4,CHV
Saturday,May 8,CHV,0-2,Houston
Saturday,May 15,Columbus,1-0,CHV
Saturday,May 22,CHV,1-2,Real Salt Lake
Saturday,May 29,D.C. United,3-2,CHV
Saturday,June 5,NY Red Bulls,1-0,CHV
Saturday,June 26,CHV,1-2,FC Dallas
Saturday,July 3,CHV,1-1,Philadelphia
Saturday,July 10,Sporting KC,0-2,CHV
Saturday,July 24,Real Salt Lake,1-1,CHV
Saturday,July 31,CHV,3-1,Columbus
Saturday,August 7,Toronto FC,2-1,CHV
Saturday,August 14,Seattle,0-0,CHV
Saturday,August 21,FC Dallas,1-0,CHV
Sunday,August 29,CHV,1-0,D.C. United
Saturday,September 4,Colorado,3-0,CHV
Friday,September 10,CHV,2-0,New England
Sunday,September 19,CHV,0-2,Sporting KC
Saturday,September 25,Philadelphia,3-0,CHV
Sunday,October 3,CHV,1-2,LA Galaxy
Saturday,October 9,CHV,3-0,Toronto FC
Friday,October 15,Seattle,2-1,CHV
Wednesday,October 20,San Jose,3-0,CHV
Saturday,October 23,CHV,1-4,Chicago
