day,date,home_team,result,away_team
Saturday,March 27,RBNY,1-0,Chicago
Saturday,April 3,Seattle,0-1,RBNY
Saturday,April 10,Chivas USA,2-0,RBNY
Saturday,April 17,RBNY,2-1,FC Dallas
Saturday,April 24,RBNY,2-1,Philadelphia
Saturday,May 1,D.C. United,0-2,RBNY
Saturday,May 8,San Jose,4-0,RBNY
Saturday,May 15,Seattle,0-1,RBNY
Thursday,May 20,RBNY,1-3,Columbus
Saturday,May 29,New England,3-2,RBNY
Wednesday,June 2,RBNY,2-1,Houston
Saturday,June 5,RBNY,1-0,Chivas USA
Saturday,June 26,Sporting KC,0-3,RBNY
Sunday,July 4,Colorado,1-1,RBNY
Saturday,July 10,RBNY,0-0,D.C. United
Saturday,July 17,Columbus,2-0,RBNY
Saturday,July 31,Houston,2-2,RBNY
Sunday,August 8,Chicago,0-0,RBNY
Wednesday,August 11,RBNY,1-0,Toronto FC
Saturday,August 14,RBNY,0-1,LA Galaxy
Saturday,August 21,Toronto FC,1-4,RBNY
Saturday,August 28,RBNY,2-0,San Jose
Saturday,September 4,Real Salt Lake,1-0,RBNY
Saturday,September 11,RBNY,3-1,Colorado
Thursday,September 16,FC Dallas,2-2,RBNY
Friday,September 24,LA Galaxy,0-2,RBNY
Saturday,October 2,RBNY,1-0,Sporting KC
Saturday,October 9,RBNY,0-0,Real Salt Lake
Saturday,October 16,Philadelphia,2-1,RBNY
Thursday,October 21,RBNY,2-0,New England
